Gender,License_Status,Transport_Mode,Urban_Rural,Commute_Distance_km,Commute_Time_min,Fuel_Consumption_L_day,Physical_Activity_min_day,Vehicle_Age_years,Transport_Cost_$
Female,Yes,Public Transport,Urban,12.951567036852513,32.500602308270174,3.395985657789914,118.79808018005038,4.518649870203098,5.894336982918044
Female,No,Bike,Rural,18.561610797900812,55.271905523629606,4.673846167448354,87.67060352340161,4.159666976749982,9.379849457445575
Female,Yes,Public Transport,Rural,26.408259182694213,84.78499851650555,6.5201704161010605,80.54764820852357,4.158284880204342,14.746524142603123
Male,No,Public Transport,Urban,11.911791615331516,29.822526957975604,3.9691390167595455,135.81810372180394,3.1519173688461324,4.565623696060076
Female,No,Bike,Rural,7.324798762338202,5.0,2.578644662011606,140.61647474533572,3.9616871846599544,3.436215377631143
Male,Yes,Walking,Rural,5.599949830461181,12.51330422221821,1.6978636486391405,142.30271112811434,7.548934348119955,0.0
Male,No,Walking,Urban,18.563560144306656,65.98508599219038,5.091045670023312,121.11972672961627,0.0,16.76523918459143
Male,Yes,Public Transport,Urban,5.584248959707081,13.383795611269854,1.2917037904886837,171.8041080672395,10.33188430409136,5.084646653386365
Male,Yes,Walking,Rural,13.138404735310386,30.95087119134137,5.060092033067645,102.57181347169715,6.451523375079384,15.008152379265493
Male,Yes,Walking,Rural,17.186565935194803,60.81641990061162,2.817445465440934,106.67150596665577,4.873004313019361,8.810109518228177
Female,Yes,Public Transport,Rural,15.92587768414957,44.46988409221819,4.121121095253289,132.93840981124072,7.720502439118778,10.803705608135713
Female,Yes,Walking,Urban,17.12722432092086,46.28006482626041,4.3468307114189955,106.73047713853789,0.6444957644946951,15.2491177749349
Female,No,Public Transport,Urban,16.11144927900427,49.8289087336459,4.8411427258156605,110.6480805437164,3.005897284546958,10.27056884734394
Female,No,Car,Rural,21.394329066566968,71.89048929588878,4.504728389216843,91.59509045743845,4.6367737028283385,11.581829939143242
Female,No,Bike,Urban,10.238418096306015,54.532389606243505,0.8159319216799676,127.83735787709435,9.096681111296533,4.281006287672289
Male,Yes,Bike,Urban,11.615024307707344,43.11743399969626,3.060579093025029,116.49214532689018,4.860510256620326,3.6878200369941863
Female,Yes,Walking,Rural,11.13670277364588,45.00850798482108,3.065406185630074,145.97866201276398,6.350164013555439,16.953282152502833
Female,Yes,Walking,Rural,19.150959059313053,52.3932151880606,6.277339174275912,84.96679470027104,3.231263012191617,15.77904522402254
Male,No,Walking,Urban,19.501992941975317,48.247297766231185,3.605136189168743,104.46474275318629,6.460526206902473,9.438808824648635
Female,Yes,Bike,Urban,17.25612659659254,52.391693285968856,5.4687254158648555,119.84128854120632,10.03171877892337,17.442447634686904
Male,No,Car,Rural,20.917468334449637,63.82410415594487,7.596781447639531,81.81786367318986,7.986580075022342,21.7368196181295
Female,No,Car,Urban,9.109795663118096,16.544259575708317,1.8996840282570469,134.3181333215769,4.755632036666362,4.863444128831994
Male,Yes,Bike,Urban,23.336120557755685,68.25541637422691,4.543087919945697,98.78730965289316,7.026472541796409,11.74810811415837
Female,Yes,Car,Rural,22.61619310856129,71.84175534287517,5.247073910766952,94.86414476802524,6.732550863821635,8.605239184073442
Female,No,Bike,Rural,18.678109986228733,59.638263908867,4.6835324639285645,99.1147029862962,6.5197630150918275,10.039433826271482
Male,Yes,Car,Urban,23.9089945438553,76.76986216540863,6.54103651097074,96.38651185819052,8.335860082581227,17.90422192590373
Male,No,Public Transport,Urban,6.716883961611131,23.060299186207825,1.0878262605647353,165.1978213880985,8.3134331115124,4.0512441685404985
Male,Yes,Public Transport,Urban,12.37775931868674,32.063191363359664,4.649638363819027,133.1794896554101,4.618524209375347,15.287593159559828
Male,Yes,Bike,Rural,11.323482696590238,28.831441823282283,1.7163383591394978,125.70446693490241,6.925637184433308,3.9293427231787708
Male,No,Car,Urban,18.607396618786716,43.83267587642139,2.912644002523879,101.43592649013519,3.8507152365206188,3.1197504660170994
Male,Yes,Walking,Urban,9.749296301989272,47.095639297818764,3.5440344997846354,143.8666822315968,2.2307828110532673,12.030277541788621
Male,No,Car,Rural,18.787475746687427,56.496930886255214,2.422247905465657,102.96414872177542,4.19151873288804,10.36388780221019
Male,Yes,Public Transport,Rural,21.852680719983567,63.30951160200218,5.259040411123175,101.97884890241424,4.771165544781252,15.842334746376626
Female,No,Public Transport,Urban,18.476014500419996,46.1401226867354,7.736684754313046,90.79820119722666,0.015257032466023723,18.85081087321014
Female,No,Car,Rural,16.418755118307505,78.6128443782003,4.092645226616945,99.3823442361076,7.580997678250161,13.364771222172099
Male,Yes,Car,Rural,10.060633295496254,19.448619564259808,1.394390673177814,141.5661779328393,0.0,13.772708116969177
Female,No,Walking,Urban,10.765745169373176,28.008756252058795,2.6340388285565,132.02157518443826,13.144450818458964,6.930554014712677
Female,Yes,Walking,Rural,21.248094526483335,67.90265194231061,5.2612228430013,88.73713574708925,9.505637401388956,9.217847030767876
Female,Yes,Car,Rural,18.896745019526662,62.692364716022766,4.884836195234782,86.73245273014938,4.216973827483059,10.453235339430499
Female,Yes,Car,Urban,14.80490240311228,53.99402776149368,4.3634885829376895,120.9758488355327,5.02827908169132,12.785149458256377
Male,No,Car,Rural,12.910452271170547,56.80744189120427,2.1885018994248977,127.83063983531015,5.908915620761849,0.6568418158680558
Female,No,Car,Urban,4.870960634443115,19.674458457936467,2.905288213847572,167.05094728174495,3.232518836033174,7.771429759355139
Male,Yes,Bike,Urban,9.645737906577807,18.376905720066745,2.6565487610170697,142.1061097048985,5.577857442760809,7.782381853490323
Female,Yes,Car,Rural,24.557095435698617,71.10183505587804,6.866067905326458,80.44557747480056,4.568000066895017,21.770534982754103
Female,No,Walking,Rural,8.597722144987667,28.87149016010185,1.5212811364912744,157.37911778795268,4.717181848307102,7.733787409391088
Female,Yes,Public Transport,Rural,15.947399106105403,68.52445773337445,5.273231913521884,103.0857305410929,5.544383190441916,15.776834159060023
Male,Yes,Bike,Urban,20.03721986597599,46.133604813685004,4.752252557680933,105.21501272457179,1.0594166049380167,5.392594362658744
Female,No,Car,Rural,8.725386659988537,38.201925032217886,2.458899178490666,128.38698171209236,5.118709172400944,8.91040733037044
Male,Yes,Public Transport,Urban,15.923552373905416,49.569800817180415,3.047782016289245,107.92217170437026,5.4903432398524314,9.73599519890385
Female,No,Bike,Rural,19.689577687553275,67.44703841495463,3.925462795486192,89.11511792355377,5.386548864067743,10.58149011995052
Male,Yes,Public Transport,Rural,15.062496609536252,44.16754266224943,4.453829458836946,127.56943891637417,4.352507733691537,5.9439072686559085
Female,No,Car,Rural,29.34201527833384,79.60171953373826,6.8918969893760735,61.977836550710705,8.413573327908114,14.899420745879002
Male,Yes,Car,Urban,6.657003705609023,27.479738910840393,0.8104278388978787,153.23695273163415,3.9390423353553468,0.0
Male,Yes,Walking,Rural,20.293642649419397,67.4252382193144,4.430227320327819,87.7580995250279,5.681977720469571,5.030542982298275
Female,No,Car,Rural,14.135991313017678,52.12854359645026,4.232950899971841,120.4590997886004,8.891892601776636,10.573631795685218
Male,Yes,Car,Urban,18.859600774183377,56.44575596876378,4.085862332342233,96.92694387017538,4.761871579939063,7.821189466527245
Female,No,Bike,Urban,17.20653575849623,45.621387042290195,4.183979008021893,115.00840711455724,5.643389802402654,18.33586426086147
Female,Yes,Walking,Rural,11.334219014450017,18.41478709311164,2.848582503899601,124.75221258888381,4.710846091055309,6.615140441435274
Female,No,Bike,Rural,16.1449819622967,56.62867856828417,2.118896604563876,128.71801580286396,8.712109380690798,9.178500979007572
Female,No,Public Transport,Rural,5.7104927430085635,21.37037305346555,0.0,140.40222453172478,4.226826315241114,0.0
Female,No,Car,Urban,18.016237502856967,44.39088617993131,4.840337264961804,99.86985166400652,8.850063731864616,10.510574404389901
Female,No,Public Transport,Urban,16.49079232995263,44.08664025689165,3.38566872133546,130.80883577985045,4.689236316058806,8.754865431441594
Female,Yes,Bike,Urban,18.19330084321551,49.912314410132126,5.605050122084296,102.87540914751762,2.4216208296559496,11.288163459387729
Female,Yes,Car,Urban,20.290591625435752,46.041930556483074,6.039455010609482,85.68884685421287,7.038119511722363,13.832035472109474
Female,No,Car,Rural,16.838099201048554,42.33747363709433,4.928693466617576,114.83831882118247,4.0859964987330315,11.667880947813321
Female,No,Bike,Urban,15.740447098991382,35.88303772891061,5.754883562060443,112.28428918188905,6.861502697297489,13.685484948816423
Female,No,Bike,Urban,10.59465831669354,27.65918483120125,2.565575251430202,129.26266417704278,0.0,11.979293847681543
Male,Yes,Bike,Urban,11.438896181754746,26.929713561968615,3.5086059713425257,123.28570716499385,5.015615785684839,9.906193784650846
Male,Yes,Bike,Rural,20.933673100886654,46.53097009399248,4.649017298625632,123.94904365271282,3.6211841037275585,13.06107493538799
Female,Yes,Bike,Rural,22.181677028529894,86.7709333912845,7.997789170001197,88.75777288403906,1.810223940406166,21.613437248038203
Female,Yes,Car,Urban,13.809447818439729,53.953750765611495,5.435995607045951,105.50653512291231,3.3402769944806017,15.427868149626217
Female,No,Bike,Urban,15.23001373626637,37.899846993599255,3.8193838685843846,134.01704264498986,3.2788905671220454,9.299798719836366
Female,No,Car,Rural,10.476928125031169,34.15499834162961,3.0058182611629842,144.20299655098106,4.856042615448256,6.552306538470922
Female,No,Car,Rural,20.863784226337224,66.76600357722462,6.575243655949111,88.88019878445323,0.8980206161451321,16.938557318427613
Female,Yes,Bike,Rural,18.32708411845889,66.89211090311144,4.434631524800616,97.36047263930301,5.948821340779141,14.556990658741958
Female,Yes,Bike,Rural,24.706087182318747,65.93221128035545,5.519897724779982,87.91037923230732,9.098644355617363,17.178458877259104
Female,Yes,Walking,Rural,10.608384614101306,42.74622168212818,3.526085904532209,135.09727826870025,5.842785490843479,8.094019334265289
Male,No,Car,Rural,13.109960504908914,33.85082847265739,3.3559293723108987,108.30037979591334,7.426965827687027,10.69335451478158
Female,No,Bike,Rural,16.157229612627862,35.113064796197456,4.222301852802226,133.24348119553522,8.283687363841388,9.972000642886561
Male,Yes,Bike,Rural,18.232447688628852,61.93870865903153,3.7238405790892477,102.73030462332503,8.709468536552532,9.411213096028852
Female,No,Bike,Urban,13.921661812261839,54.67256967800979,1.7627433047020633,139.2690701157769,10.610416078463917,2.9862881170925664
Female,Yes,Walking,Urban,10.635194547731498,57.78467337850134,2.8949410468119754,150.24357138873114,3.502394005172209,6.6924172003112385
Male,Yes,Walking,Urban,19.407037644617855,46.22386028295143,5.756721452648663,92.36175397670044,2.8445480445166504,18.415793840270698
Female,No,Public Transport,Urban,18.605676812727907,62.80622728899161,4.425612454105935,115.90919139271985,7.350396944974204,11.341294577282547
Male,Yes,Car,Urban,10.418629497181374,27.157876053608792,4.04108689385421,131.8110565126377,7.1247986589722,10.50856476029248
Female,No,Public Transport,Urban,21.77721400552748,73.16522912182275,4.740387175966325,74.22413810985066,7.327025898847068,7.509314602141938
Female,Yes,Bike,Rural,20.85099354598302,47.84808512563656,4.158043931529835,92.35004415584649,10.667847362750756,9.467378105926398
Male,No,Walking,Rural,15.671482486238965,34.386749701731254,3.85064031436361,121.29044507280693,5.034109726395482,8.902656074674839
Female,No,Walking,Urban,15.397989311880181,38.435219703975704,3.7669047526187547,113.78067627251589,6.278469678938555,6.929831425216672
Male,No,Public Transport,Urban,17.770288855579537,54.10050702341945,5.212540945230106,105.84836116843084,2.0588352455495755,13.096348598185957
Female,Yes,Walking,Rural,10.69148464871871,25.663641280772573,1.8979083381156927,148.66972185441128,11.405963371927873,3.4572239746062685
Male,Yes,Bike,Rural,15.150157395820411,52.041015626595424,5.155633585770001,120.46431021961928,3.990365236372667,13.12907153015575
Male,No,Walking,Rural,4.238082276954099,22.983193013441443,3.0264375317467787,154.61468777933408,4.07535221551751,7.93060285882375
Female,No,Public Transport,Urban,19.38227822751468,64.1426100949976,4.806425529910328,109.49119032661456,3.959750326975272,9.148800751307887
Female,Yes,Bike,Rural,7.192533887790703,37.76547805998079,3.0478438921319944,153.20662011837965,3.065312424066987,6.4235043828804175
Male,Yes,Public Transport,Urban,22.517099142144996,71.70956372098841,4.572777714910989,64.71555541679959,2.8116888534570523,11.664067135559975
Female,Yes,Walking,Urban,13.349399530167748,27.879231487101578,4.412571423723853,130.8859310170435,3.4288871513314243,14.58432685277981
Female,No,Public Transport,Rural,13.941665090344115,55.45876040641574,4.532692681145491,128.15162671578454,0.9026122158471663,12.10188922125095
Female,Yes,Public Transport,Rural,11.86133046957747,29.53242905267244,3.8287698975842464,132.75588941749874,2.644046239210285,7.586119204208332
Male,Yes,Car,Urban,13.559805630389619,49.783601888024556,3.3743883187271106,134.67778328913727,10.846889334342858,9.632985074549334
Male,No,Walking,Rural,22.092656725740184,82.01531234277161,2.568915240193015,84.90543725377424,7.206965430924106,11.544934768447819
Male,Yes,Walking,Rural,2.5609567173246024,12.2497502592778,0.0,173.12117101891062,7.777712530183154,2.750119417767056
Male,Yes,Public Transport,Urban,21.384826930440937,49.19289265967632,4.720290714925632,78.79109856656272,8.531626362250744,13.44330637862094
Male,Yes,Car,Rural,16.69011740550854,40.888230551427704,3.194274413316658,117.31043421195415,10.502403693087173,10.162456559738608
Male,No,Walking,Urban,8.964891760713922,40.122119950993124,2.363465944725547,163.67102991254325,0.0,10.228526986099759
Male,No,Bike,Urban,9.62343803475381,27.17908724783327,1.986896063167218,131.55768433630934,1.310350654140378,8.194120539971024
Male,No,Public Transport,Rural,23.381965136041018,70.94163075754471,5.020879274245233,78.87411813595818,2.5888290173159443,14.252479328966054
Male,No,Walking,Urban,10.272465600286344,38.40564096249512,1.5093162518237662,131.8099831699391,3.590810610531207,6.97921728832967
Female,No,Bike,Urban,9.233247447020203,34.66297096186384,1.592798876269822,144.36699246993513,4.098291828244253,0.7370439018823722
Male,No,Walking,Rural,20.686572711823647,64.84771625932555,6.2931423898058405,86.62334642416823,3.6590673415818777,11.226060217493758
Female,No,Bike,Rural,16.692764381429573,47.99160943208406,3.512166040729899,117.4414162611915,5.657926739396162,9.251711053756237
Female,Yes,Public Transport,Rural,10.310372117318007,27.804431894630447,2.062654322896229,147.2269109854196,5.105886172235648,5.3626779361921875
Female,Yes,Walking,Urban,16.083124877023096,56.82836288398272,3.5640836042325277,121.01097262644547,2.831495614465251,7.278478850041546
Male,No,Walking,Urban,9.871236581798613,35.14940505607377,2.806802659259073,122.83089941642483,0.0,9.49456465763081
Male,Yes,Car,Rural,20.504106992113027,58.939320970161184,5.5822762365567895,107.93524868313395,2.0213938838639054,8.367099832038267
Male,Yes,Public Transport,Urban,20.30685482436567,71.74168760302841,2.032057166848255,108.14625484507413,3.3522840400622744,3.475826148947226
Male,No,Bike,Rural,17.660030994109714,51.6897518310313,5.4366429623550365,117.66148974702419,4.258761689576842,12.136740771254747
Female,Yes,Walking,Rural,16.808305306235084,41.90829417536132,5.638444360802525,116.49520126161791,1.610997622068389,9.187205546707935
Male,Yes,Walking,Urban,23.80594062433687,63.828114883977165,4.901298618722548,86.97813064470385,3.5275806005107393,16.73743956861428
Male,Yes,Bike,Rural,14.998431636941126,35.207886547725714,2.7773096645004465,130.33016743349947,1.6070378345432408,2.8656703552611473
Male,Yes,Public Transport,Urban,9.090629372895993,24.547787952651106,1.8224039554457268,162.8726173844506,4.622541945355001,2.790989716691259
Male,Yes,Car,Urban,17.247369564161534,64.07935147584654,3.555838371583779,101.48011710970536,1.7807260149121538,11.61353520237485
Male,No,Car,Rural,25.43023524768557,68.23975393275161,6.581485685867999,89.06031296720545,2.4532860308886066,18.391850244956192
Female,No,Walking,Urban,9.92620253407074,31.66336521239325,0.5350253471588207,139.43301888364252,1.0739476070325829,0.0
Male,No,Bike,Rural,13.192686166530072,33.01116504331608,2.1802439335957784,125.9325248135937,4.539497913290648,7.498077461771356
Female,Yes,Walking,Urban,17.082230190507264,48.64360015880742,5.8097547478017235,96.30577233415056,2.400656690142805,15.393740305478975
Male,No,Bike,Urban,14.730475754971303,29.09101514506139,2.7543989713948083,118.23020288496085,7.720352800026288,13.885104114821424
Female,Yes,Car,Urban,10.088482098113428,28.060064002774908,3.7655488026312818,129.67342202786213,6.217550800078697,10.625693254783117
Male,Yes,Public Transport,Rural,20.609289281152353,59.89081404540744,5.507660515878225,92.92429858033113,4.790444395449071,13.345425826489967
Male,Yes,Bike,Urban,26.600203610086297,85.20349027061584,4.840783187933316,62.61732172187332,2.607543507968634,9.532452098475021
Female,Yes,Car,Rural,15.980657295119537,50.174781017912316,4.63049351899609,111.5882869463918,6.141560915948909,9.343503696623511
Female,No,Walking,Urban,10.479658551319998,19.45505440443954,2.502247335637146,134.02026222448598,7.072102668045911,3.7783110526883914
Female,No,Bike,Urban,7.255197374732624,32.607574564633296,1.3583322874334156,151.9467596854575,5.4280652366048905,7.509127160319306
Male,Yes,Public Transport,Rural,16.289879906105906,50.97267012053767,4.31742706969848,98.69298175266306,9.81110556640079,10.847477419295613
Female,No,Walking,Rural,20.519386716581288,63.54209532151873,5.604480164712114,83.46727165622161,6.3789119542244475,15.706941783704476
Male,Yes,Walking,Rural,17.375838732476907,52.03569266357933,5.051551505093847,114.11578777739764,7.740821652704103,17.171621562677277
Male,No,Car,Rural,14.987980795405731,39.786367913994994,4.925248046399435,112.07369564767608,5.400696246607935,5.237727689376193
Female,No,Bike,Rural,12.053641741053468,38.33894862064766,3.4215463480417236,142.53073093808544,7.0269933597709295,12.390487164205434
Female,Yes,Walking,Urban,9.53918183640955,33.37342986851448,1.0091613703160258,144.09596987451226,2.609656301992474,2.689094161140067
Male,No,Public Transport,Urban,19.17375663162441,40.05231298141768,4.319793700254912,109.37259497556643,3.6248049103616187,12.104629365558612
Male,Yes,Bike,Rural,19.568858106927927,53.31896594732282,7.835262862000603,115.83149077649725,6.048090660447139,17.102947489756755
Female,No,Public Transport,Urban,7.271351066546334,19.26458349560311,2.542328827018311,147.81748761574895,6.026298444672145,4.090448872200223
Female,Yes,Walking,Urban,22.94919489090342,71.40929072965305,8.106586023537352,82.45835338222356,6.522835468829742,21.733002728282344
Female,Yes,Public Transport,Urban,17.870356104470005,65.54417837268127,5.863023108316686,117.23560143810812,8.301178676836187,21.81135117178612
Male,No,Car,Rural,21.997973225728966,58.27651153121907,5.74129537798799,97.10324273638099,0.7250864845537635,17.363178383414677
Male,No,Public Transport,Urban,8.289361257574424,19.88846530454485,2.3737473841747234,144.9692518714893,2.0766423571691117,9.730937224692429
Male,Yes,Bike,Urban,8.170879222922807,19.387296562302918,2.006139765853856,161.2310627778682,5.688717923222759,4.439345603850381
Male,No,Public Transport,Urban,14.255153451163515,34.75018445244513,1.8259837469443794,120.85694309694664,2.8269091045896175,2.764346693604064
Male,No,Public Transport,Rural,17.51392213447597,49.06990145230528,4.3965277860872165,110.27204783765394,15.133304723868086,8.648904610481061
Male,Yes,Car,Urban,23.98180411463482,79.65343454378416,7.206125581200902,84.2850100498033,6.547158857510408,16.55049277891219
Female,Yes,Public Transport,Urban,18.530394569075657,45.05282875358352,4.03295864744771,96.53248277471266,4.765007453209528,3.9240493191077004
Male,No,Public Transport,Rural,13.786593615939832,45.637924799348525,3.8586014030467677,125.62947943110458,3.4535921807484224,7.471745478942115
Male,Yes,Walking,Rural,9.86815396167054,12.585439584828265,3.3186295363108322,154.49498592730274,3.559513150420867,6.615514372597551
Male,Yes,Walking,Urban,21.150002863595752,57.8366286263652,4.377820276586463,99.84967169937875,5.090421983945532,10.418476168281634
Female,Yes,Bike,Urban,10.176472871246425,27.234525611559413,2.0928153534679415,139.60474277900363,5.335945797863773,5.627288712911729
Male,No,Walking,Rural,23.142342773861607,86.17562505072547,4.767674202988243,85.81295609289688,3.629902565919461,13.006538113347439
Male,No,Walking,Rural,13.578076751967453,37.98620720837548,2.5723535813024565,128.9963632761937,4.180543260440294,6.386107835927261
Female,Yes,Walking,Rural,22.952910363089252,46.84629635475858,4.450622307119252,95.68602483253484,9.03285372570379,9.38222650876986
Male,No,Walking,Rural,18.39465645029639,35.19508028227668,3.698215651196071,112.51376250771196,9.153514887953103,3.3554631981936156
Male,Yes,Car,Rural,14.315022552787708,43.28536352182993,4.998211318994766,119.42126117062936,5.756101939804632,10.769602472281536
Male,No,Walking,Rural,12.403018140869367,43.346762980507194,2.1852775061270493,133.6357433776237,0.9762208182897867,2.5458418522566078
Male,Yes,Car,Rural,13.2954606132696,43.640940416081335,3.4503243723780903,131.61755495840438,6.61550946991713,10.024011175781038
Male,Yes,Car,Urban,17.141583461876188,53.10045144363847,3.782527111798091,101.36171627722547,9.662847324833077,12.18417996957631
Female,No,Walking,Rural,15.385782481088583,57.77994341832242,5.0253115573090845,120.13917548748262,9.109343305887137,15.378992094452528
Female,Yes,Public Transport,Rural,12.030942959656475,30.69691667159811,4.318898036517735,110.2631892983505,7.203277558429001,13.0681032996778
Female,No,Car,Urban,14.17184294841184,51.46463440550377,4.407030719241907,128.1379653045645,9.267268865857465,10.616999591747302
Male,No,Public Transport,Rural,15.392885148595749,29.858506595523068,4.154355840251693,125.03188995124383,5.160152817437066,8.820022904201542
Male,Yes,Public Transport,Rural,4.35632952792594,5.0,0.8580228451405865,170.05014314616085,6.884308909501115,0.0
Male,Yes,Walking,Urban,17.290840573943495,33.802107772512315,3.130835439294624,106.88616918253035,2.9576733010244594,3.3045918484313095
Female,No,Bike,Rural,10.101393876415965,27.555728622549974,4.4688773502261885,142.68489284457647,5.8767963684671365,14.147754477089043
Male,Yes,Walking,Urban,9.233337983971275,27.237401779250398,1.5486614782402652,157.30618651952656,8.988602731911573,3.34752058181074
Male,Yes,Bike,Urban,6.563278264446449,20.830849715604547,2.304465913144454,167.88458342512678,3.2317297655393267,2.0221439019985135
Female,Yes,Bike,Urban,6.030537510660549,18.710446060853,2.5671999502885345,155.5861229650922,2.4156697116071406,3.9385257485906324
Male,Yes,Walking,Urban,8.222762484438555,15.392754145198383,1.500410124204309,148.50214636954138,5.292466817071091,1.1501049412131161
Female,Yes,Walking,Rural,11.454895211847548,32.462277191410486,3.901736330277849,145.28953059995413,4.320013388828001,9.883414280740004
Female,No,Bike,Urban,24.76629568763284,59.32442037684105,6.955787125247065,65.92679709684688,6.947443163211261,20.59187136632972
Female,No,Walking,Urban,12.370601620523981,50.74409461289444,4.820614240512761,127.28683609113382,3.640221422158873,11.007566952495152
Male,Yes,Bike,Rural,15.888750531340158,44.62999086504046,3.502841166408328,129.80070243000694,10.155318846808143,1.9995023716698723
Male,Yes,Public Transport,Urban,17.002406932531642,46.11835960715801,2.964737715853196,121.7423776867211,1.1309717061168327,6.844303284156229
Male,Yes,Walking,Urban,15.655325931079243,62.85538107767856,3.4083417273252996,121.07133405218207,8.761204358659203,8.052272618021663
Male,No,Public Transport,Urban,14.612782696370031,31.4158827536178,3.8620492166268394,106.49054516121366,2.7054523150756906,8.980362348760533
Male,Yes,Car,Urban,9.023531182003776,15.814722405691636,2.3140955225860003,143.40677294157325,0.0,3.902855307037896
Male,No,Public Transport,Rural,22.25463774139606,55.80170997550252,5.170221539074465,85.08229507191643,5.713625469046602,13.57787108986369
Male,No,Public Transport,Urban,24.035983218189426,71.42923583757346,4.099798345570114,87.16645615541444,4.236176041958349,10.44791920937229
Female,No,Bike,Rural,6.586706529386571,24.076435884535687,2.1171596284757492,145.5597070345049,1.6711718962909075,5.218408128809432
Male,Yes,Public Transport,Rural,9.879857045568102,37.03632581788264,4.442308740474226,130.2233378679815,0.0,12.34369593551446
Female,No,Walking,Urban,13.600948288114969,66.5227980392946,3.8644883101517458,104.9475540707037,4.97491763818563,8.371722305935805
Male,Yes,Bike,Urban,10.177311025449043,8.03760853433949,3.1534632754157745,151.50880274797083,7.927510674871454,6.423901179437476
