Campaign_Type,Customer_Segment,Avg_Session_Duration,Discount_Used,Total_Amount_Spent,Num_Ads_Clicked,Customer_Satisfaction_Score,Purchase_Frequency,Num_Reviews_Posted
0,One-Time Buyer,3.1105999423097757,14.245176062550968,147.75562621723284,8.467511774096,3.3152074236869336,2,2
1,One-Time Buyer,6.496435349736547,16.53556660709195,90.6108809211,6.967681940963252,8.068481821515732,2,0
0,One-Time Buyer,9.38850775817024,3.16919790858611,198.19219425191721,6.128093151445338,5.79551435250587,4,0
1,Bargain Hunter,10.59049243524353,4.481459375839334,144.30972478143858,8.36387724167258,5.456738302520217,9,2
1,Bargain Hunter,4.510607377942886,16.339338543757965,133.26225830111713,6.095259602451683,3.413727994559853,0,1
0,Loyal Customer,6.213781415145569,17.9270428936164,140.30929798862115,9.644816363499068,5.935013451012242,3,1
1,Loyal Customer,8.754607432741262,20.644354310429115,119.90190646497334,6.673036374525866,4.825142980320007,1,0
0,One-Time Buyer,8.334462857858092,16.095089716505818,174.63297054054522,4.341388914239569,5.321253411697625,0,2
1,One-Time Buyer,10.822533918588366,11.139013775147216,151.86276622247576,6.512373674558551,3.535069526204666,3,0
0,One-Time Buyer,3.9985582643748643,14.920392681863014,107.90541602053267,7.210926459325708,5.240403286126365,0,0
0,Loyal Customer,8.969303383225965,1.956046158400678,122.83621814874985,5.2591600584501155,4.364249692690275,10,0
1,High Spender,10.138997401288567,12.008416556873144,141.7066798477234,5.7851862851638565,3.8515832644547183,1,0
1,High Spender,4.584483069168891,13.31949186615059,126.071602333283,8.32560567739087,6.101159503710873,1,2
0,Loyal Customer,5.3933029300764375,11.67774966463259,184.98669191879225,6.2444512902856,2.6934382872049962,2,1
1,Loyal Customer,5.835091319110648,14.43820820143227,129.52102611829275,6.93951340980073,5.847164396471226,3,5
1,Loyal Customer,0.551608073741221,6.227712599373055,149.2158396300192,7.022103438718519,6.026729200329495,5,1
1,Loyal Customer,7.0579285387394375,17.52617490520616,120.45028221870585,10.89674338700188,3.680534486673139,0,0
0,Loyal Customer,10.753274663974157,16.91365360645914,164.12683162521475,9.308957374532811,3.769507308301299,1,0
0,Loyal Customer,9.29452202305381,10.852646955479315,152.88463973133665,7.152439169267469,4.665461478100397,3,3
0,One-Time Buyer,2.6317399709528697,10.910898309259313,111.72703576145646,8.780432299828536,5.423054315693331,4,6
0,One-Time Buyer,11.010465667291763,10.338231416301928,164.66458168580405,7.864800372059499,4.770717512278662,3,4
0,One-Time Buyer,8.1777991962417,1.6927766094395231,101.6029331168301,8.741185167770213,5.650343690287819,19,0
0,One-Time Buyer,6.354318627337544,18.449928664497325,159.9246300100335,8.367574672330404,7.644469478806099,0,0
0,Loyal Customer,8.569315891817388,14.518643459229082,136.78755908642225,12.119482875220593,4.2384248462754295,2,2
0,High Spender,7.936416343549663,20.900676830997593,172.57729501209906,9.59454053087046,2.4272300439448693,4,6
0,Bargain Hunter,8.654697987193384,7.176408968122725,152.60503202365854,4.751437812974806,6.23888537454598,0,2
1,Loyal Customer,3.0779064055279193,9.312327128165743,193.8508648296022,6.702671639511275,7.524971863891294,1,0
0,Bargain Hunter,4.322479286195918,13.134382383674296,116.54744770853438,5.98393087364815,5.589152544576686,0,0
1,High Spender,8.462408271485362,18.77023421286207,135.11540068962128,5.344045651839266,3.3683769869694977,3,0
1,One-Time Buyer,6.350365700098677,22.531126759016768,170.14020280185392,6.149272923062497,4.8141614551471985,0,2
1,High Spender,5.810951785134679,18.585175168216377,104.75182129536938,11.146512599380216,3.3222147736825516,3,0
0,Loyal Customer,3.2434179403077588,16.866870339904118,133.0151678511039,8.409194832497192,5.964283240944422,5,3
0,One-Time Buyer,9.323297961425727,16.976967811591784,115.39830197591724,4.4020204074773766,2.973064395952348,5,14
0,Loyal Customer,7.9045084699844,18.801569026835892,113.33031362798884,8.188583625586737,4.5498068197577,0,2
0,One-Time Buyer,3.18386629503936,2.212346147597273,151.694420764345,4.967539039287101,3.4934932605591404,3,4
1,Bargain Hunter,8.06597001860669,10.67468945943556,103.06941376620892,9.207931696233041,5.190237027702443,8,4
0,Bargain Hunter,8.272456342625185,12.794219004338446,144.28335377428866,6.834404998988672,4.4504874842933635,0,3
0,Bargain Hunter,1.1304747311268066,12.536351391945047,215.24111019989317,8.4623873353559,5.265143154875396,0,0
0,High Spender,3.24092227441084,9.539737797948664,176.24336285406065,5.593199145673106,5.033525832449548,0,0
0,Loyal Customer,0.7573551657085194,12.124650383916958,132.33785454953122,4.038459914271547,3.5200114584138342,0,1
0,High Spender,10.003498942031548,11.527492772841306,106.13236713315453,7.420138629117892,5.940315595293533,0,4
1,Bargain Hunter,8.759317818012438,6.320818434333022,130.973610390353,7.016940012799754,4.926851522235327,3,0
0,Loyal Customer,4.754738054876849,11.62700197720156,112.18639415153798,7.5958708238428265,3.5172064882011496,4,1
1,Bargain Hunter,6.890848941422307,20.362881766160445,144.80614252606256,4.5784677017828415,8.361389834308689,5,0
0,High Spender,9.69009314780092,4.608842024453239,160.38397046519663,5.162315755978475,5.714645250075687,0,2
1,High Spender,7.137439674370675,17.666636147642826,146.76246768790213,8.993879663703817,4.770109169901042,0,0
0,High Spender,3.4323616188105985,10.971402596325166,115.84063080791516,7.683422811110507,7.122806790052735,3,0
0,Bargain Hunter,5.375133823589515,13.012972273798013,102.51751805055925,8.017464252976067,7.762723414079911,16,3
1,Loyal Customer,7.014448526951792,12.54881599766983,104.07208480150716,7.732908843254853,4.781975866529172,0,0
1,Loyal Customer,9.792969965600038,22.81973589951474,150.84598459835806,8.118577062353637,5.521096229652143,1,2
1,Bargain Hunter,1.4033713840237585,16.01392800966129,190.5425964035,9.92240730264096,3.5179957729955884,2,1
0,Loyal Customer,5.026192267268549,6.95449063616395,159.16737804459504,7.467444195878124,4.779210873847982,0,0
1,Bargain Hunter,2.1661815893843714,20.21883159003985,142.16479620318125,9.535251848082467,4.701406169360196,0,0
0,Loyal Customer,6.611584304771149,10.17024363469179,154.00191644310456,8.200047050919329,5.277240550432481,3,2
0,One-Time Buyer,8.849563547866682,18.716444431736853,135.25311633045015,5.3603944312642655,5.499140717955515,0,3
1,One-Time Buyer,8.757611848238191,6.520280096922114,106.64595499389782,7.051117202932694,5.83974267324209,0,2
1,High Spender,10.26765480277013,9.184826129006211,113.11650810272513,9.907939357591516,5.356463984449938,5,3
0,One-Time Buyer,9.300966564011091,10.740732485390069,161.6888147323523,9.120105074087775,3.183886060056253,0,1
0,One-Time Buyer,4.571952947868658,19.707280632968622,131.70241959127313,9.46042687735195,3.5922993413883724,0,1
1,One-Time Buyer,2.3420042154500944,6.2041635481292,155.47575911069782,7.9567031424255354,4.1803885708044906,2,0
1,Bargain Hunter,10.084463451578342,11.833852978067315,121.23125153273388,6.9211289145954975,4.576639112115156,3,0
1,One-Time Buyer,5.619312056148385,1.6666690291215467,159.70122848020895,8.578175533679751,6.57616143570817,0,0
0,One-Time Buyer,6.5541756139875185,10.676831074596343,110.80236198498643,5.24510321002815,3.2555915197206304,0,3
0,High Spender,10.326520406442542,18.150086479256583,157.88396133595472,11.827482833073514,4.463877427743951,1,0
0,One-Time Buyer,8.057998433639868,11.054619523958468,106.89608015598377,12.828275524432858,6.429514247321075,2,1
0,One-Time Buyer,7.975416240806316,8.786307413494523,144.8053838686509,5.005942543015072,4.550183788255081,2,8
0,Loyal Customer,6.784988284237858,13.349821353516305,123.59558871992994,7.791293986442504,5.690623474764236,4,1
0,High Spender,3.6793841057938304,10.324827570863324,129.84654015479805,6.8666470321064645,4.790686935608145,0,2
1,High Spender,9.45912355894878,14.716245221932953,105.70533581593594,5.884325317886812,5.385174885987084,5,0
0,High Spender,7.033578952321776,8.131781269638319,101.66430355034021,5.460811838483346,4.657291184285689,0,1
0,High Spender,9.1007222242546,6.813853477128811,118.732613610578,5.160905797749049,6.000598209092531,0,0
0,High Spender,2.9710205117753032,16.74959543658251,110.32212990244746,6.229370437676993,2.6824153888903473,1,0
1,High Spender,6.826264897884319,17.153541290100826,137.71501659580468,5.933948342405226,4.455031987417183,2,3
0,Bargain Hunter,0.9934706257707386,18.113151876733358,166.87639151195975,5.5020589636904615,5.444859015041462,0,3
0,One-Time Buyer,9.96215582699139,1.8047638052070134,111.12295443046753,5.464588526262599,5.80054287200929,0,7
1,High Spender,2.011507385692002,19.883031765468687,165.41980142489507,8.22942342703045,7.239428934130741,3,0
0,One-Time Buyer,9.856093537835932,2.027761344070914,184.5206868437781,6.9403320958261485,4.413462999701635,5,0
0,One-Time Buyer,9.058058485369783,21.488716620920805,103.96619698234034,4.680929128182641,7.219222642791309,0,1
0,Bargain Hunter,6.393118673015618,5.900942742417323,142.71787774605718,10.088338307757434,4.011464260010494,0,0
0,High Spender,6.621206195327507,0.68318375624429,223.38862333154682,8.016390425669826,6.992969617316966,2,2
0,Loyal Customer,7.814815365879122,11.76087745671277,167.7895390446647,8.984834702221168,6.226200690047559,10,3
1,Bargain Hunter,1.000202721996187,19.338712944195567,173.61964324341582,5.304618019026673,3.6298121305516657,0,0
1,Loyal Customer,6.845224010995289,8.60115678421466,183.79706874728896,5.21546210902125,5.460558855877733,5,0
1,One-Time Buyer,2.733361153535883,8.862789068404402,111.78864172630655,8.443023077306702,4.923146246701712,4,2
0,One-Time Buyer,2.8235409243711675,15.784888285890435,121.45393207926408,9.603230687413383,5.938376890512501,1,3
0,Bargain Hunter,6.584252936849796,15.982153702212486,204.09643484424998,11.928359955908153,4.6650926173500356,6,2
0,Bargain Hunter,5.325760574967335,20.083275708066825,168.52565459235774,9.504389850356588,4.539130661507403,1,0
1,Loyal Customer,6.7676170852374815,10.741057325903395,159.41000575315056,8.444234634117436,7.053641874144277,0,0
0,High Spender,5.746061424880587,18.999015834267126,133.58725114896058,5.858878150912836,4.851918658316491,1,2
0,Loyal Customer,9.055805973426418,14.965478479693212,103.36449862532506,5.580342417064924,6.23963348628765,5,2
1,Bargain Hunter,9.198768425477471,3.296162778772292,143.28886514167993,8.476849546725074,4.661972772433701,0,0
0,Loyal Customer,3.8652269276681377,14.669303057259471,174.6206286494933,7.22708727886388,7.499994888841285,3,1
1,Bargain Hunter,3.1813103154725546,17.711925162773554,118.65384000629022,8.9209616381687,3.9824980559967598,3,0
1,Loyal Customer,6.097171776237095,18.009299303828683,103.80243457576066,10.829796811675724,4.078784703129223,0,0
1,Bargain Hunter,9.437506030897541,5.145253125619874,113.70778860816166,4.829002174852572,7.286775771673854,0,2
0,Bargain Hunter,10.22243800358707,5.167580382269449,213.4194668631206,4.746235809858135,4.332580413657121,0,6
0,Bargain Hunter,9.630194898932231,1.8177724373864166,197.6561582592326,7.591399060286065,7.401611459246589,1,0
0,High Spender,0.6897979952225235,13.171519870863154,136.50216032802123,7.783164824323341,6.337760869392219,3,0
0,Loyal Customer,7.803647887543603,15.41937019183883,115.41784665556723,8.945457851087241,4.76802544015875,4,1
0,Loyal Customer,6.054252232206972,16.44609262784283,132.875454187175,8.785382362636259,2.2800597919742622,3,1
0,Loyal Customer,4.7711518942042215,14.715632590399126,123.76275008354119,7.350768116078729,4.971022543592246,2,2
0,Bargain Hunter,7.733963818330254,19.29605091634913,100.71931315918984,4.259013565216297,5.152445080300137,4,1
1,Loyal Customer,1.1120643239905643,13.397604163711371,146.18241789459927,7.476134334683262,6.750826599956559,0,1
0,Loyal Customer,6.114485979614571,8.451691433668545,240.6853530710771,7.142569959087275,7.382670764360167,0,5
1,Bargain Hunter,7.317002793964906,19.946060354649287,144.205865040569,3.812191582253995,3.9725192312843784,0,0
0,One-Time Buyer,6.5637329156605695,17.77027106382175,153.05538331561496,7.672378282097123,6.201772645982274,0,7
0,Bargain Hunter,2.543428377068622,2.985858043306038,131.70099427672815,7.26119484755358,6.148103234020024,9,0
0,Loyal Customer,5.3209411514598015,11.624425924290565,128.41724147095016,10.54027095198348,6.6101190536156675,7,0
1,Bargain Hunter,9.054539664509463,15.908930072552645,197.27630988937383,6.954794191113878,5.748034868203317,0,0
1,One-Time Buyer,7.062470284846713,2.4166039824777776,121.55754426304686,5.160193206684745,2.086253463557345,6,1
1,Bargain Hunter,4.99984216189918,11.861917815988555,133.8299852471702,7.988781664699182,4.76686635120836,1,1
1,Loyal Customer,8.234668380969767,5.7424057704294995,154.26539449692473,7.67629386748869,3.2664386376246273,9,3
0,One-Time Buyer,5.585925130188424,9.930273722225628,148.25686784908703,9.753734718088626,4.696091340622889,1,0
1,High Spender,6.195709253725293,6.06274133020397,108.36678891282473,10.029092379669864,6.470006354200841,3,1
0,Loyal Customer,5.365534495716053,8.42575695944232,124.81946535616032,8.691477229591689,5.457726253812459,2,2
0,One-Time Buyer,6.589558291710466,14.138186611773511,115.14740545889623,9.951801796743213,6.7221362995961496,3,0
1,One-Time Buyer,2.181246423153901,19.037438874151523,177.7883727445377,5.6384409379139235,5.512630881070309,19,1
1,High Spender,8.398488846953976,4.242958337090048,140.3437912279248,5.407287629994488,3.052511090496646,0,4
1,Bargain Hunter,0.8673546926142439,9.310053231658317,102.38799530227656,7.457641938836012,1.2187294901408983,1,0
1,Bargain Hunter,7.373542209223897,5.910485504201761,100.92407017694514,7.090030101507988,5.223213142519386,3,0
1,Loyal Customer,2.1201033828705453,14.43240159740995,108.45308096343854,6.17410389953824,4.679110300473252,1,1
1,High Spender,8.864585924020142,8.68210182497213,133.5371080684372,7.156734220920953,3.534581390927177,6,0
1,Bargain Hunter,7.004656056992722,6.044578631435062,181.83127493782987,5.6354277463721925,2.449059125522933,1,0
1,High Spender,9.260654484340785,9.136868270668536,202.0316061575565,8.023907896441301,3.8978851797909364,1,2
0,Bargain Hunter,7.897746404995889,16.59130208358213,106.17064484356234,10.299041930505604,4.708262772702836,1,0
1,One-Time Buyer,6.8893623132453286,14.416975192986044,128.97284213947233,5.872142004313891,5.998816735559585,0,0
1,Bargain Hunter,7.470655575801501,12.486060995844255,100.39309325398351,9.227191728491343,5.28294662235197,1,1
0,High Spender,6.942526571551605,18.250400550213858,132.1273119464401,10.142163549800665,7.412100870759094,0,1
1,One-Time Buyer,8.76142941476077,19.597392589971264,84.6778229648719,7.938880151776691,3.4465939159319086,0,2
0,One-Time Buyer,1.6414560656011261,10.221818149177778,181.11456739060466,4.403263883256271,6.3215883380861495,1,0
0,One-Time Buyer,1.002214133591103,2.9966027506451987,208.52744892175173,6.0266603762329565,5.070948114693092,1,2
1,High Spender,7.999188311917249,16.814355497478978,159.38378411727683,6.062952089054922,6.0420036861778765,2,2
0,Loyal Customer,11.29257907461378,16.600766435319777,140.08923159399933,5.072723723307516,4.345227705101685,2,6
0,Loyal Customer,10.426416772022526,15.085538032336293,136.3582649785728,8.237232065395109,6.6075205608358845,1,1
0,Loyal Customer,7.146486975435419,11.865942919037076,143.87924698911786,9.549643459738215,5.442837137517865,2,1
0,High Spender,5.359740596940891,21.235381426585413,94.95422332729702,5.998953666722511,3.980832522623376,9,1
1,One-Time Buyer,8.06717604915106,6.091016603264542,176.62847649807682,9.272027534473512,4.981963956630218,9,1
0,Loyal Customer,2.570844087252273,16.32279303721382,157.33318376870992,5.455160327750522,4.64066621159435,8,2
1,High Spender,8.422607362430295,13.295382984489933,140.7676693428391,7.484796525854804,5.73376752595669,3,1
