Age (in Years),Online (AED)
31 to 40,621.0367366907018
31 to 40,1496.6810260207285
31 to 40,898.7527501
31 to 40,853.2550685371305
31 to 40,906.8405466935234
31 to 40,1001.1879501653184
31 to 40,1027.2602322552825
31 to 40,826.0096959203453
31 to 40,631.9545234064274
31 to 40,985.9268001676251
31 to 40,829.0797179701841
31 to 40,502.2822504899536
31 to 40,716.4138010028598
31 to 40,1214.8017983260956
31 to 40,727.0781204373404
31 to 40,952.9925770311761
31 to 40,1082.985514
31 to 40,903.2890042260633
31 to 40,1132.5701747607095
31 to 40,957.7580411365018
31 to 40,1154.3195299939366
31 to 40,1137.5189828697469
31 to 40,1130.041888131908
31 to 40,696.7102023381516
31 to 40,897.7563264963973
31 to 40,768.4409121274448
31 to 40,928.4248624701281
31 to 40,973.3949243434522
31 to 40,1333.4200997073538
31 to 40,1073.5546787130736
31 to 40,693.6987295670608
31 to 40,1403.9822100259025
31 to 40,1007.5535907138094
31 to 40,466.94444493896856
31 to 40,682.1334069083679
31 to 40,1090.5356747597982
31 to 40,1220.4244175967706
31 to 40,839.3676659
31 to 40,1220.1827639128535
31 to 40,1087.3866593832133
31 to 40,887.6427100744693
31 to 40,618.3449910730635
31 to 40,1378.7528572853337
31 to 40,1268.7780323630109
31 to 40,1004.2920275219918
31 to 40,973.6804466881055
31 to 40,1223.8673207841496
31 to 40,1113.0873190679476
31 to 40,1045.1974692734639
31 to 40,943.0314393744048
31 to 40,954.9636204394467
31 to 40,1055.467663336114
31 to 40,550.5724298149294
31 to 40,986.2175228786725
31 to 40,1143.3623084660578
31 to 40,588.4589720528952
31 to 40,1120.623560532824
31 to 40,964.4145425703506
31 to 40,786.9638648
31 to 40,854.3985774843416
31 to 40,609.3443451626931
31 to 40,862.8414204601405
31 to 40,1052.3265489823893
31 to 40,715.3728974592079
31 to 40,412.3185615546182
31 to 40,715.2412747529336
31 to 40,889.7557599875977
31 to 40,865.0131889826368
31 to 40,673.5524738
31 to 40,644.7040008
31 to 40,921.5218351958445
31 to 40,629.3763176078356
31 to 40,1074.713396558645
31 to 40,878.9648828723183
31 to 40,724.8072500763171
31 to 40,757.9584833208933
31 to 40,1131.6792288289917
31 to 40,606.0727301890543
31 to 40,822.8553803679176
31 to 40,789.7096781685871
31 to 40,1313.6133003038701
31 to 40,1631.3249547163655
31 to 40,953.8446177127985
31 to 40,1214.485443319412
31 to 40,1107.695905267938
31 to 40,764.0739400691207
31 to 40,580.7529550035305
31 to 40,668.8896881689064
31 to 40,1046.5051583215165
31 to 40,1008.1140672974001
31 to 40,1331.1236882759572
31 to 40,1034.2541124483666
31 to 40,1211.852885011151
31 to 40,882.3717643208927
31 to 40,757.2934668888154
31 to 40,967.6106787704741
31 to 40,1065.5149468656173
31 to 40,546.0968223270918
31 to 40,837.3648815051847
31 to 40,1087.842263053947
31 to 40,1183.231875479178
31 to 40,1287.9012042486117
31 to 40,936.7989172776554
31 to 40,449.50549608814185
31 to 40,614.5740854113876
31 to 40,1033.2304672079833
31 to 40,936.3636644041628
31 to 40,1044.7562957338664
31 to 40,908.0304656665421
31 to 40,1158.0007644292818
21 to 30  ,834.8636669944236
21 to 30  ,888.9355871559079
21 to 30  ,860.8106507492702
21 to 30  ,1026.4334216904685
21 to 30  ,892.3735446889842
21 to 30  ,622.8631145
21 to 30  ,894.7781645284664
21 to 30  ,908.3967020155321
21 to 30  ,1445.326788922328
21 to 30  ,908.7561824226569
21 to 30  ,1259.0177377230452
21 to 30  ,589.9321982424449
21 to 30  ,981.6502994241534
21 to 30  ,973.9115414840594
21 to 30  ,1486.7553533795085
21 to 30  ,1329.8356796468292
21 to 30  ,1233.9320605815467
21 to 30  ,1375.0040304203624
21 to 30  ,766.5363099348657
21 to 30  ,1079.6917202124184
21 to 30  ,979.0275048489898
21 to 30  ,688.7007200057378
21 to 30  ,416.34112266085185
21 to 30  ,691.9977905552114
21 to 30  ,1276.6139940260373
21 to 30  ,1271.7581324168232
21 to 30  ,1096.8754182233836
21 to 30  ,1330.2632561209543
21 to 30  ,1167.9876872770315
21 to 30  ,632.0871734847021
21 to 30  ,1035.4747498451964
21 to 30  ,1270.101071550154
21 to 30  ,1196.3686410352702
21 to 30  ,1143.2751469516766
21 to 30  ,1070.281543761475
21 to 30  ,1314.6122503740764
21 to 30  ,1068.9334308493276
21 to 30  ,769.0145139332567
21 to 30  ,723.9546531
21 to 30  ,595.2972258067457
21 to 30  ,1234.981118541184
21 to 30  ,1104.4624482235472
21 to 30  ,896.0239250758152
21 to 30  ,1164.4251883741294
21 to 30  ,1108.1142959519746
21 to 30  ,1500.1698642046697
21 to 30  ,910.7462628408582
21 to 30  ,1077.8073559637778
21 to 30  ,1337.682237
21 to 30  ,332.2665652926232
21 to 30  ,957.8178380143083
21 to 30  ,720.8155668315426
21 to 30  ,714.5866461858698
21 to 30  ,814.8998968893741
21 to 30  ,828.3177191036843
21 to 30  ,1361.1548232014363
21 to 30  ,806.8276934551774
21 to 30  ,566.0518921629255
21 to 30  ,1239.3468190152387
21 to 30  ,967.6950898120327
21 to 30  ,766.8265343933674
21 to 30  ,595.2920193469213
21 to 30  ,842.6407481410301
21 to 30  ,1072.108785804971
21 to 30  ,1180.632080286974
21 to 30  ,1045.840804278586
21 to 30  ,913.085731
21 to 30  ,984.7526531731298
21 to 30  ,992.5788650879302
21 to 30  ,1008.4719395781278
21 to 30  ,1593.2306787550444
21 to 30  ,1230.8962725585116
21 to 30  ,1283.0781382349608
21 to 30  ,1138.2102166920686
21 to 30  ,826.6446902449347
21 to 30  ,787.7706205821686
21 to 30  ,677.5141409885771
21 to 30  ,894.2111595036632
21 to 30  ,1400.3792466528262
21 to 30  ,1400.793585100524
21 to 30  ,1064.2536971575448
21 to 30  ,1230.9610081853698
21 to 30  ,981.3157727634245
21 to 30  ,607.5112339909381
21 to 30  ,806.7183809570088
21 to 30  ,1201.4599966390592
21 to 30  ,597.1263192356962
21 to 30  ,1464.857464783682
21 to 30  ,606.7711654216478
21 to 30  ,1403.6965328276149
21 to 30  ,942.6330840399974
21 to 30  ,1443.5910674424674
21 to 30  ,1183.2677683329998
21 to 30  ,1068.308436752867
21 to 30  ,1093.8945137146256
21 to 30  ,1322.115104698829
21 to 30  ,343.7729586820316
21 to 30  ,1176.052599873371
21 to 30  ,633.9600202973686
21 to 30  ,549.6373087181546
21 to 30  ,1027.5570974021034
21 to 30  ,1329.063824158374
21 to 30  ,1194.3255285359148
21 to 30  ,1220.9432093615587
21 to 30  ,927.9584694607091
21 to 30  ,901.4473787558003
21 to 30  ,1307.2879541505636
21 to 30  ,1110.6701392435257
21 to 30  ,1409.3185804539867
21 to 30  ,985.9657406301263
21 to 30  ,1145.896649859678
21 to 30  ,986.3426055417879
21 to 30  ,912.8006084489361
21 to 30  ,658.2688286309617
21 to 30  ,924.3950662500788
21 to 30  ,1118.922523563735
21 to 30  ,1298.1558585062094
21 to 30  ,1456.9287901329367
21 to 30  ,941.0877783254585
21 to 30  ,730.3637741048267
21 to 30  ,907.7296197695587
21 to 30  ,1163.6042543754195
21 to 30  ,991.1236385288435
21 to 30  ,1419.9803605310979
21 to 30  ,1567.589000439394
21 to 30  ,990.6024632633201
21 to 30  ,796.0307795753824
21 to 30  ,574.9324593129256
21 to 30  ,786.6709996958624
21 to 30  ,983.4805919923447
21 to 30  ,1264.6695001914386
21 to 30  ,1195.2294173793098
21 to 30  ,1122.589056443164
21 to 30  ,1052.3383571767488
21 to 30  ,1128.0435097393179
21 to 30  ,711.7941589352092
21 to 30  ,521.4049012
21 to 30  ,1319.6370234215801
21 to 30  ,1444.1439869417832
21 to 30  ,1096.6300052320457
21 to 30  ,740.5526422360952
21 to 30  ,1231.0286040201263
21 to 30  ,1161.080837
21 to 30  ,930.3812961780563
21 to 30  ,1364.9129094807035
21 to 30  ,649.6463686682093
21 to 30  ,1180.2223975910888
21 to 30  ,1060.1600922236667
21 to 30  ,893.4420382813872
21 to 30  ,1286.245007947793
21 to 30  ,696.5410640392749
21 to 30  ,1201.3756785084872
21 to 30  ,651.3929640080073
21 to 30  ,952.7257909831798
21 to 30  ,1058.7548384148959
21 to 30  ,571.7534133429072
21 to 30  ,1278.6056213642705
21 to 30  ,824.6280855278189
21 to 30  ,448.07159526560315
21 to 30  ,1137.0250459503063
21 to 30  ,1280.8338003324739
21 to 30  ,1316.4638143770562
21 to 30  ,767.7588559
21 to 30  ,644.4351340056792
21 to 30  ,1256.9155349145049
21 to 30  ,1101.0695654163087
21 to 30  ,994.3819495352843
21 to 30  ,1006.6374197551963
21 to 30  ,732.8439043840838
21 to 30  ,1058.098666
21 to 30  ,1100.9957373920788
21 to 30  ,654.8683369127796
21 to 30  ,1484.5471939346737
21 to 30  ,547.4083333
21 to 30  ,1198.6976134898428
21 to 30  ,765.5893082064731
21 to 30  ,1296.294494604846
21 to 30  ,822.6181476198593
21 to 30  ,260.37983669562686
21 to 30  ,794.3882363304269
21 to 30  ,751.5516173112617
21 to 30  ,1201.8950326412314
21 to 30  ,718.8400880521593
21 to 30  ,1240.300560017466
21 to 30  ,1208.4608238585788
21 to 30  ,1168.6141543079455
21 to 30  ,1146.004743965697
21 to 30  ,581.5622163173896
21 to 30  ,1093.3750824780618
21 to 30  ,482.2504389319396
21 to 30  ,986.9642750209484
21 to 30  ,1793.466869613273
21 to 30  ,888.0818983286638
21 to 30  ,259.1095022638916
21 to 30  ,890.8026294175467
21 to 30  ,882.2165378025827
21 to 30  ,1569.1357820137266
21 to 30  ,851.4227338668966
21 to 30  ,39.814811944717576
21 to 30  ,1235.603562711086
21 to 30  ,1154.4176397170431
21 to 30  ,1066.0695692037593
21 to 30  ,1040.1687123557408
21 to 30  ,877.8365229565275
21 to 30  ,1120.7630232137233
21 to 30  ,334.70177593830283
21 to 30  ,901.2965619914024
21 to 30  ,1130.6950973649916
21 to 30  ,1367.5222308104758
21 to 30  ,568.5446954064065
21 to 30  ,995.0385297142528
21 to 30  ,1582.4438294303081
21 to 30  ,901.4041933635173
21 to 30  ,894.2034937273534
21 to 30  ,1001.7737300544152
21 to 30  ,1294.861449686091
21 to 30  ,1012.1079742313538
21 to 30  ,615.1331213039593
21 to 30  ,1310.0980988877718
21 to 30  ,1077.299410809796
21 to 30  ,1508.3924225350468
21 to 30  ,1287.3039448587228
21 to 30  ,765.2146585728686
21 to 30  ,1500.261485399405
21 to 30  ,852.5861428371903
21 to 30  ,877.9473629135813
21 to 30  ,566.4857202629671
21 to 30  ,933.6519037666549
21 to 30  ,1227.1750339843843
21 to 30  ,1108.1026391323805
21 to 30  ,228.27009394747552
21 to 30  ,933.4632358
21 to 30  ,865.7865867369272
21 to 30  ,1278.9522117568158
21 to 30  ,1057.7947522075249
21 to 30  ,969.1214653402152
21 to 30  ,921.8230500000982
21 to 30  ,905.1600388378666
21 to 30  ,1242.2499488980466
21 to 30  ,787.5039521681283
21 to 30  ,1130.828284843818
21 to 30  ,1305.3209704767992
21 to 30  ,758.8648622188522
21 to 30  ,1404.9540573384388
21 to 30  ,1239.4609875003343
21 to 30  ,1068.1562250634838
21 to 30  ,1384.4758304861996
21 to 30  ,865.5670683327323
21 to 30  ,1320.691651665576
21 to 30  ,714.9838606210261
21 to 30  ,1125.624939936981
21 to 30  ,1333.2261319616728
21 to 30  ,1297.0223107550087
21 to 30  ,650.6575817588307
21 to 30  ,944.0962494
21 to 30  ,1121.660643023438
21 to 30  ,1057.0415784695467
21 to 30  ,1125.3647862934306
21 to 30  ,898.6840483825387
21 to 30  ,997.3167747164358
21 to 30  ,1101.5417702030945
21 to 30  ,1265.2069265702569
21 to 30  ,1516.9476801185126
21 to 30  ,1050.2219467085831
21 to 30  ,1277.7399389046363
21 to 30  ,768.7862085839463
21 to 30  ,899.4774926192341
21 to 30  ,1287.5955742459882
21 to 30  ,666.0929581968162
21 to 30  ,875.2079587154536
21 to 30  ,188.2249074882169
21 to 30  ,1261.0861506098308
21 to 30  ,770.8431611587073
21 to 30  ,1201.5823994901828
21 to 30  ,1167.4932164446195
21 to 30  ,1205.0524597227495
21 to 30  ,1259.2218116234956
21 to 30  ,1045.0170104827873
21 to 30  ,535.1216108
21 to 30  ,973.4712802
21 to 30  ,768.1314430222463
21 to 30  ,711.9420062882865
21 to 30  ,919.3170879024563
21 to 30  ,1102.1968506051865
21 to 30  ,658.2777886
21 to 30  ,1072.974313689137
21 to 30  ,591.0702270398476
21 to 30  ,1130.815401961127
21 to 30  ,1546.956222875879
21 to 30  ,1362.1663288164377
21 to 30  ,1118.0430764683263
21 to 30  ,610.3679083789859
21 to 30  ,1481.223047785738
21 to 30  ,1216.3309097399522
21 to 30  ,710.5331633175249
21 to 30  ,1437.6910049166884
21 to 30  ,902.6965147805872
21 to 30  ,1299.4495402290765
21 to 30  ,871.2347028962472
21 to 30  ,919.4059091
21 to 30  ,1119.7411066403615
21 to 30  ,1592.805376687048
21 to 30  ,1156.4034126325585
21 to 30  ,1383.176015132288
21 to 30  ,1537.0737037339147
21 to 30  ,1436.288283148138
21 to 30  ,1171.3770017234729
21 to 30  ,497.0424225034028
21 to 30  ,758.0728552915921
21 to 30  ,1225.7006237723795
21 to 30  ,808.2569994
21 to 30  ,348.0425067273227
21 to 30  ,911.9506132
21 to 30  ,944.9735176025393
21 to 30  ,1325.327083
21 to 30  ,962.9574285688557
21 to 30  ,1347.9825813699163
21 to 30  ,1342.4997197084283
21 to 30  ,793.0101560189236
21 to 30  ,1007.3135797159212
21 to 30  ,731.8989795367279
21 to 30  ,590.0330048
21 to 30  ,1082.0761304708778
21 to 30  ,1241.7691575430001
21 to 30  ,1229.6955672528445
21 to 30  ,869.8493690216466
21 to 30  ,604.0018571830142
21 to 30  ,842.1665481400373
21 to 30  ,1154.5184565210745
21 to 30  ,1342.4152473587174
21 to 30  ,1151.7326194891823
21 to 30  ,602.7241947
21 to 30  ,461.0531200448271
21 to 30  ,1100.4637575028528
21 to 30  ,777.5690524107063
21 to 30  ,1310.5915081971416
21 to 30  ,936.5571089336555
21 to 30  ,553.0323841669519
21 to 30  ,765.2049740386819
21 to 30  ,1034.4357055675357
21 to 30  ,587.4922948
21 to 30  ,740.2722550267466
21 to 30  ,1005.8241157910411
21 to 30  ,757.7129447761821
21 to 30  ,888.8159691778529
21 to 30  ,829.3128032918813
21 to 30  ,581.0899512873602
21 to 30  ,1221.8841164224527
21 to 30  ,1102.5678631467683
21 to 30  ,1326.1434203171602
21 to 30  ,836.9496306431394
21 to 30  ,727.6949063
21 to 30  ,876.3093459
21 to 30  ,929.0520095058804
21 to 30  ,663.5749343394236
21 to 30  ,767.7392498220663
21 to 30  ,240.55859837815467
21 to 30  ,758.3068608
21 to 30  ,884.4498961920674
21 to 30  ,978.0392901080634
21 to 30  ,1498.3157897217734
21 to 30  ,1097.470969949616
21 to 30  ,949.4785946330247
21 to 30  ,809.7935553719035
21 to 30  ,879.7422503414841
21 to 30  ,1191.9297514641141
21 to 30  ,1496.5324872460978
21 to 30  ,211.27184278776144
21 to 30  ,830.0202606413351
21 to 30  ,818.3642757862012
21 to 30  ,790.1333701767963
21 to 30  ,1440.4520627972613
21 to 30  ,954.8238582160985
21 to 30  ,661.3475723413937
21 to 30  ,1015.7424022672769
21 to 30  ,1297.5614695536967
21 to 30  ,1496.9908432461839
21 to 30  ,1021.5773242168239
21 to 30  ,1108.4382022969942
21 to 30  ,936.2000855272702
21 to 30  ,671.1773833914422
21 to 30  ,967.1785969237178
21 to 30  ,1466.2880659651562
21 to 30  ,671.2931953019709
21 to 30  ,1085.074535175339
21 to 30  ,1295.1152841491516
21 to 30  ,1155.7526344493945
21 to 30  ,348.59485134978877
21 to 30  ,821.4634796975615
21 to 30  ,1196.8380451693058
21 to 30  ,680.3244514289331
21 to 30  ,989.3759521033369
21 to 30  ,839.4221507190962
21 to 30  ,1695.0489118930732
21 to 30  ,1126.4088444414906
21 to 30  ,1243.5195743219585
21 to 30  ,1040.109030574788
21 to 30  ,1272.5465557133264
21 to 30  ,830.7167899961605
21 to 30  ,639.6565774523075
51 to 60,1200.3965001773981
51 to 60,1300.5533647380398
51 to 60,474.78998765114034
51 to 60,1289.1130014562664
51 to 60,969.7419419229728
51 to 60,701.8206032678461
51 to 60,1339.395403
51 to 60,1448.4824963624833
51 to 60,900.9220163654154
51 to 60,1252.5350222365214
51 to 60,1039.7065867643316
51 to 60,691.7084091388632
51 to 60,661.0280802362547
51 to 60,1248.896892220123
51 to 60,1161.6583205951456
51 to 60,1353.4141252918962
51 to 60,1171.212957900426
51 to 60,1090.4182885348248
51 to 60,1104.4774824350843
51 to 60,828.1694731499626
51 to 60,1047.1164296163029
51 to 60,935.1632217084176
51 to 60,1933.4299471686809
51 to 60,1203.7342367706867
51 to 60,820.1714045182041
51 to 60,541.5054820351763
51 to 60,875.341931
51 to 60,473.33625911071897
51 to 60,1249.2409545207943
51 to 60,1492.2829973863709
51 to 60,530.6844246922967
51 to 60,1194.4089995369363
51 to 60,885.7103949157794
51 to 60,1105.596510439554
51 to 60,879.0848178268237
51 to 60,1267.4710101635305
51 to 60,442.5535389908222
51 to 60,1071.2231610278059
51 to 60,1095.6029271249397
51 to 60,1224.5251792218178
51 to 60,1230.1952080523056
51 to 60,1232.375013194812
51 to 60,816.3368674797881
51 to 60,814.8829188950126
51 to 60,1385.1279085853735
51 to 60,1380.4042323838562
51 to 60,1172.7762343161655
51 to 60,1131.7429071730462
51 to 60,1220.5462140367017
51 to 60,919.2640822373722
51 to 60,1142.7055023415965
51 to 60,1236.7445182524361
51 to 60,874.0310167267439
51 to 60,717.3710685753274
51 to 60,970.5219807303449
51 to 60,846.9227468416623
51 to 60,894.7433543630127
51 to 60,1311.213038722045
51 to 60,928.4118159652577
51 to 60,577.9598245751129
51 to 60,1270.3828266260923
51 to 60,805.7620328774796
51 to 60,1543.4380111246942
51 to 60,976.2199930055904
51 to 60,878.3929909388136
51 to 60,1258.6358247782482
51 to 60,603.4868851161359
51 to 60,607.6542135718244
51 to 60,593.1956152
51 to 60,469.7639230530698
51 to 60,773.9495201178822
51 to 60,1190.3322900196667
51 to 60,1036.6204130077263
51 to 60,1256.9639888689255
51 to 60,1262.4792432594377
51 to 60,937.0596043460043
51 to 60,864.7787526549336
51 to 60,987.1156879899524
51 to 60,1108.1706033139658
51 to 60,359.74939504169447
51 to 60,1517.1656188384952
51 to 60,699.1779892569102
51 to 60,1310.7671180031807
51 to 60,1084.595362477254
51 to 60,1092.1740319800003
51 to 60,807.2913220856123
51 to 60,1287.7963202849025
51 to 60,239.82238872816242
51 to 60,1477.6852303634466
51 to 60,779.262851
51 to 60,643.1029406246546
51 to 60,1696.9313334093808
51 to 60,735.0035142028511
51 to 60,1056.2249803621046
51 to 60,345.0475201998239
51 to 60,1153.5529515845983
51 to 60,1480.9843923227877
51 to 60,1134.5020908647502
51 to 60,707.4618151788629
51 to 60,917.0180934523149
51 to 60,854.4964183696716
51 to 60,676.9424749966317
51 to 60,1592.7516561874688
51 to 60,541.1475072483001
51 to 60,1311.254149325554
51 to 60,1392.2682148518556
51 to 60,1531.9384111052884
51 to 60,1126.948159650227
51 to 60,1160.6913469666576
51 to 60,1113.317961008702
51 to 60,509.75980747669314
51 to 60,737.3021825341802
51 to 60,1086.636431218836
51 to 60,972.2305129277164
51 to 60,1060.2924271445806
51 to 60,874.1450077
51 to 60,1132.9852968785485
51 to 60,599.7692705
51 to 60,1525.8579773777606
51 to 60,894.0420133073658
51 to 60,1218.127464191771
51 to 60,1809.0708340400504
51 to 60,1208.4504084542903
51 to 60,538.6312192992697
51 to 60,1008.8808056928149
