Annual_Income,Account_Age,Average_Session_Duration,Monthly_Spend,Items_Purchased_Per_Month,Customer_Rating,Region,Device_Type,Preferred_Category,Payment_Method,Customer_Segment,Signup_Source,Is_Prime_Member,Used_Coupon_Last_Month,Churned
64.90726136849952,30.668484680216714,38.282314246697744,39.74205276504678,46.36630841026963,3.612824719476663,Europe,Mobile,Home,PayPal,Premium,Organic Search,0,1,0
51.486674572021116,30.195253103609488,34.61584691776768,32.78415787185353,30.76524562072499,2.9219012193691487,Europe,Tablet,Clothing,Crypto,Premium,Organic Search,1,1,0
46.629140288819606,26.190595224942633,19.606452290667768,25.395195885150184,28.566074723870297,2.703519116108855,Asia,Tablet,Clothing,Credit Card,Budget Shopper,Referral,0,0,1
43.8659733645906,24.43631528920135,17.980076651155358,19.67525035648567,26.719013299720967,2.694659651708603,Other,Tablet,Books,Crypto,Premium,Ad Campaign,1,1,0
46.975303135118715,23.736520003464157,25.16605483036246,30.198190140069247,27.72860047246127,2.598826560600373,North America,Tablet,Electronics,Bank Transfer,Budget Shopper,Referral,1,0,1
46.118231814587716,23.09443170043474,27.62755741905162,19.41732647883481,28.7616979465891,2.688502500385458,Other,Desktop,Electronics,PayPal,Premium,Ad Campaign,1,0,0
51.70416222375488,22.550475414510203,36.52091292623652,29.753095365282785,36.30551321539857,2.949978645553255,Asia,Tablet,Clothing,Credit Card,Regular,Organic Search,1,1,1
51.60573981049865,29.297012006261998,31.56051200794235,34.728171351979064,29.855306643048912,2.7388478127867435,North America,Mobile,Clothing,Credit Card,Budget Shopper,Referral,1,1,1
50.03046020153415,27.120094822714023,26.424687365189634,30.78586706441263,34.01714951403236,2.8427292541864864,Other,Mobile,Electronics,Crypto,Regular,Ad Campaign,0,0,1
54.369381697463496,29.644785088695745,25.28449849910841,40.41499959763735,29.3834402982871,3.0722437076617792,Europe,Desktop,Clothing,Bank Transfer,Premium,Organic Search,1,0,1
61.906462747863415,28.323057160593805,39.58355708856106,41.24431425904514,38.2745177985635,3.478097404684232,Other,Tablet,Clothing,Credit Card,Regular,Referral,1,0,0
59.495541354413234,18.981056077850397,28.381373329049065,33.08173125934564,37.51888932960565,3.3926602641494217,Asia,Mobile,Books,Bank Transfer,Premium,Organic Search,0,0,0
35.151020315500965,23.06127371651896,26.66116967000098,21.199865708706334,28.710172060274857,2.0758615201486,North America,Tablet,Books,PayPal,Regular,Referral,0,1,0
24.46078865098045,9.836207045448205,12.173702834809959,14.486990380410527,14.937704556502887,1.374448076014838,Asia,Tablet,Home,Crypto,Budget Shopper,Organic Search,1,0,1
59.34319911239274,25.357720735980767,39.79637883859634,29.27721241405113,30.868727265977068,3.67426906585857,Europe,Desktop,Clothing,PayPal,Budget Shopper,Referral,0,1,0
36.33121301584579,21.633001067492863,23.037357963981936,18.03713214357006,16.619177286285392,1.8493015083864346,Europe,Mobile,Home,PayPal,Budget Shopper,Referral,1,1,0
47.75234598107316,21.916109790940933,25.647310587099177,26.408363960724454,31.158128439910943,2.576666843883392,Europe,Desktop,Books,PayPal,Premium,Referral,0,1,0
38.298869739406406,24.449116789936312,18.727094683455956,14.834439832220095,27.042463325878845,2.8792346864348257,Asia,Desktop,Clothing,Credit Card,Premium,Ad Campaign,0,0,1
31.9801956241998,19.07512755998339,16.055022145252533,19.378091247526452,22.101222657425254,1.6428393872086822,North America,Desktop,Books,Credit Card,Premium,Referral,1,0,1
55.41462728204788,31.12516025702633,32.405470120814904,32.25248899061656,36.60600310363459,2.8465180416920477,Asia,Mobile,Home,Crypto,Premium,Referral,0,1,1
57.59155160302647,21.96599724551056,32.022557614644285,27.86335535656958,41.50241713323704,3.453040316193526,North America,Mobile,Electronics,PayPal,Budget Shopper,Ad Campaign,1,1,0
44.2348959927328,28.177167923298406,21.65704145969387,28.157789056749007,26.864113122696363,2.0681000690432647,Asia,Mobile,Clothing,Crypto,Regular,Referral,0,1,0
24.089577078550903,13.351041195444731,12.503926046773651,17.31723722589438,18.790412047151975,1.400241057840344,Other,Tablet,Electronics,PayPal,Premium,Organic Search,0,1,0
44.53755551747517,20.422392062506567,24.84925216834752,27.630671225944656,23.2373589887664,3.071167107239682,Other,Desktop,Home,Bank Transfer,Budget Shopper,Ad Campaign,0,0,1
53.91804005402547,27.67596236372399,20.075618604847357,31.0545513315794,31.879408619833324,2.720272771626065,Europe,Desktop,Home,Credit Card,Regular,Organic Search,1,1,0
35.21088431225871,8.724265991637758,21.42774288829144,23.492299194362644,16.56242992070681,1.5984173417341547,Europe,Mobile,Home,Credit Card,Premium,Referral,1,0,1
51.83359919779156,27.960063656299134,24.09973404755973,33.8210409605817,32.72988092622024,2.617335897270701,Asia,Desktop,Electronics,Credit Card,Regular,Referral,0,0,1
49.846901508270044,19.776593213224665,22.225800015122672,31.137755183840778,32.23857171994333,3.0691537710464,Europe,Mobile,Electronics,Bank Transfer,Premium,Referral,1,0,1
55.792914996010886,21.13310606878777,23.093053685807792,30.177299995867486,36.6647499701999,3.4461760872606204,Europe,Desktop,Home,PayPal,Budget Shopper,Ad Campaign,1,0,1
51.19580368414153,17.98610591098131,20.085175785872337,31.82388527252964,33.49386412979697,2.8130573710291653,Other,Desktop,Clothing,PayPal,Budget Shopper,Referral,1,1,0
40.26931059118444,25.69809717054185,16.048607061146143,28.94350895801258,22.92861522642884,2.4968013832161464,Other,Tablet,Electronics,PayPal,Budget Shopper,Referral,0,0,0
61.965715016644914,27.836540539858515,30.8905489498175,34.792912775540024,39.61187180537294,3.844686469306602,Europe,Mobile,Books,Crypto,Premium,Referral,1,1,1
48.4147042697303,31.875990684447647,35.417753467221225,37.4405799183679,26.228494435204574,3.1987684532082454,North America,Mobile,Electronics,Credit Card,Premium,Organic Search,0,0,0
49.72695460490068,22.18446998718885,24.98336649116696,27.73364902699887,37.09382190614832,2.7951905189385355,North America,Tablet,Clothing,Bank Transfer,Budget Shopper,Organic Search,0,1,1
40.667320409268044,11.796870416669288,23.166901703303566,24.53002029892137,25.371067010881223,1.8212126252456453,Asia,Mobile,Electronics,Credit Card,Premium,Ad Campaign,0,1,0
45.567177488084894,17.200966544299153,26.864113857725172,24.650364108825592,27.907563950602263,2.4342090872940902,North America,Desktop,Electronics,Credit Card,Budget Shopper,Referral,0,1,0
41.15197285973099,26.75504452990019,23.223378410823365,25.58426705951964,32.31007350837943,2.2855934961029707,Asia,Mobile,Electronics,Credit Card,Regular,Referral,0,1,1
48.27053940076577,23.355778810699547,26.200301097154206,21.99343686991836,27.02798774307545,2.7128545976573077,Asia,Mobile,Books,Crypto,Premium,Ad Campaign,1,1,1
67.11708480142343,30.81710591825871,31.53557470458629,38.08608368558717,39.68655022181334,3.7568149647851463,North America,Desktop,Home,Crypto,Regular,Referral,1,0,1
36.28098857068643,18.940585414607156,26.48371768113399,17.400108341017592,19.745871433906203,2.381176210049655,Asia,Tablet,Home,Credit Card,Premium,Referral,0,1,1
33.86438602123259,19.44110669145402,26.75779720804841,20.85998500430872,21.774301077852996,2.2857793866152596,North America,Mobile,Electronics,Bank Transfer,Budget Shopper,Referral,1,0,0
64.71170327493608,37.942845716980344,28.019472677662762,42.80481146699728,43.57331783244005,3.62947517834846,Asia,Mobile,Books,PayPal,Premium,Referral,1,1,1
47.90676322848134,31.1958777637053,21.74059111667603,31.328082685547006,33.72826023692529,3.010147267720174,Other,Desktop,Clothing,PayPal,Premium,Referral,1,0,0
43.309272613400836,19.85579307775499,22.560953396673934,16.49892612460493,37.153010809942934,2.5864589177501083,Asia,Desktop,Books,Crypto,Budget Shopper,Referral,1,0,1
60.39904687396076,23.56928500657019,28.879055703582562,44.40770673608798,31.386366878371824,3.449562040024924,Asia,Desktop,Clothing,Bank Transfer,Regular,Ad Campaign,1,0,0
43.94384460263136,19.9045964956993,26.445959521998642,27.54742652406229,30.694073553645843,2.749280979251253,North America,Mobile,Home,Bank Transfer,Premium,Referral,1,1,1
68.26009713546937,35.43145110064911,34.26582851367839,37.85006171930962,42.41910613405228,3.879889856086627,North America,Desktop,Electronics,PayPal,Regular,Organic Search,1,0,0
56.77925871339269,23.57083472564329,40.971344597495694,34.69606690399938,34.85406514259454,3.717919674494266,North America,Tablet,Clothing,Credit Card,Premium,Ad Campaign,0,1,0
45.120885918542974,17.77468838479627,30.17395592974482,27.777290841136555,27.159373398164362,2.26561253230763,North America,Tablet,Electronics,PayPal,Budget Shopper,Ad Campaign,0,1,0
71.57308213265503,37.50548047407694,40.321778310805236,40.27645441178676,43.34180953839787,3.9232515227304905,Other,Mobile,Electronics,Crypto,Regular,Referral,0,0,1
43.94285076996662,21.728163627131053,28.790006108420435,27.15737713134827,34.458689921590384,2.5078815774373338,Other,Tablet,Electronics,Credit Card,Regular,Organic Search,1,0,1
57.42095372009307,28.874461837104466,36.55807645565908,32.022683081574606,40.271660562609156,3.3748169428083497,North America,Tablet,Electronics,Bank Transfer,Budget Shopper,Ad Campaign,1,1,1
52.99292580406492,22.703986228532113,26.608345495973612,30.17830751167886,34.52658769759301,3.32699502329006,Europe,Mobile,Clothing,Bank Transfer,Premium,Organic Search,0,1,1
63.01741289398798,30.356702875965155,30.98659949125455,35.06533119337245,45.689873514796695,3.571523307677446,Other,Tablet,Books,PayPal,Budget Shopper,Ad Campaign,1,1,0
65.61511196726853,28.186390262292743,36.43995536536111,33.638382021402506,37.35597140017848,3.3865652565623634,Europe,Desktop,Electronics,PayPal,Regular,Ad Campaign,1,1,0
50.320041490657665,29.611012800952768,31.553385380102466,30.775370775256135,28.050559009269243,3.0818986511676636,North America,Desktop,Electronics,Credit Card,Regular,Organic Search,0,1,0
42.46582129653817,26.409157321887847,23.981973507036376,27.82069052398825,19.9798967800684,2.6332980813529456,North America,Mobile,Home,Crypto,Budget Shopper,Referral,0,1,1
54.59972142939117,18.068921403505115,22.933362616305658,34.819367241940185,33.04186803867275,2.6647028039532,Europe,Mobile,Home,PayPal,Budget Shopper,Ad Campaign,0,0,0
43.22284630247894,16.96386885027742,20.15985546858463,29.2134087920283,28.66079494007795,2.4973017515028832,Europe,Desktop,Clothing,Credit Card,Premium,Organic Search,1,1,0
70.13387247526623,27.58428996218272,38.24075197522173,43.377684325219214,45.94702213168622,3.5936621618700837,Europe,Desktop,Electronics,Credit Card,Regular,Ad Campaign,1,1,1
51.36535331082737,22.432556983379197,27.91044910148882,28.68830999362881,33.91017634074738,2.786774839804626,North America,Tablet,Electronics,Crypto,Regular,Organic Search,1,0,1
46.34678448687891,22.75620239448765,34.36717126333754,31.1667261498521,25.186711007740005,2.4575661168487297,North America,Tablet,Clothing,Bank Transfer,Premium,Organic Search,0,0,0
51.84680305864909,18.675175430831892,22.27879594146151,25.67801167582171,36.51146358727099,3.157357106068874,Europe,Mobile,Clothing,Bank Transfer,Premium,Referral,0,0,1
36.52873710470303,13.655069486724951,22.36595699584811,18.314556732771898,24.582375431893468,2.1605780755818493,North America,Desktop,Home,Credit Card,Budget Shopper,Organic Search,1,1,1
40.28385961489349,15.12214294703925,28.857131775668723,20.313515483243112,28.75019873481176,2.037640647962357,Asia,Tablet,Clothing,Crypto,Budget Shopper,Referral,0,0,1
62.00413907944426,32.03840618671685,44.323800348096924,41.52270768422379,33.67802278007359,3.7275900743285,Europe,Desktop,Clothing,PayPal,Regular,Ad Campaign,0,0,1
43.43105721028604,22.062250290324272,22.067293061329497,29.829788382731927,29.32040519247819,2.1745732258154087,North America,Desktop,Home,PayPal,Budget Shopper,Ad Campaign,1,1,0
39.5308901731806,16.156757319904035,23.953422132490232,25.66775505208834,21.53790027285605,2.3740576768154,Asia,Mobile,Electronics,Bank Transfer,Premium,Organic Search,0,1,0
55.36652752527286,28.56736812333342,33.01551174629398,37.5076359760109,34.5976115074976,2.969991584257061,North America,Mobile,Books,PayPal,Regular,Ad Campaign,0,1,0
61.85704154662997,28.19512035037866,34.901040642636296,33.59709379833003,42.07735415053683,3.428539818005973,Other,Desktop,Electronics,Crypto,Regular,Referral,0,1,0
57.18953310665067,27.236491001695068,31.009439803080994,35.708100343434324,37.49202414121863,3.377344702068747,Europe,Tablet,Electronics,Bank Transfer,Premium,Referral,1,0,0
59.960476858058165,38.34749888052177,34.9401515246822,35.47558840130224,35.993920028510196,3.532406482458021,Other,Mobile,Electronics,Credit Card,Regular,Ad Campaign,1,1,1
42.43204911430539,27.918329816104436,11.942519629379385,28.84675788412289,27.60278797094397,2.7674269383098604,Europe,Mobile,Clothing,Bank Transfer,Regular,Organic Search,0,0,0
35.78189333258156,11.393040481652793,22.7493540382017,21.008239069340146,17.897857062825267,2.0733562768469413,Asia,Tablet,Home,Bank Transfer,Budget Shopper,Referral,1,1,0
65.01333651955487,36.655330349173305,36.32513565223403,37.4682303580926,46.2846046233547,3.7576176082565267,Other,Tablet,Home,Bank Transfer,Budget Shopper,Ad Campaign,1,0,1
46.77320161157864,27.44358357824728,24.72412385086606,30.227555041191142,29.68408697928924,2.5894612771651273,North America,Desktop,Clothing,Crypto,Premium,Referral,1,1,1
47.49166983544953,18.004518473961674,35.33129829023525,31.999678570034646,34.78451019793583,2.773407397060076,Asia,Desktop,Books,Crypto,Budget Shopper,Referral,0,1,1
63.281941418490575,35.73485892801959,31.767864695612335,35.29578407170713,39.290401017182724,3.694316361039909,Other,Tablet,Electronics,Credit Card,Premium,Ad Campaign,1,1,0
55.5623000940066,35.47080963906606,28.745423100910994,33.09307737099446,34.28297910168125,3.147866197365877,Europe,Desktop,Home,Crypto,Regular,Organic Search,0,0,1
54.55887772081608,21.66671482918597,38.96937260637014,28.501564097923033,32.78861676529799,2.694741319763093,Asia,Tablet,Home,PayPal,Budget Shopper,Ad Campaign,0,0,1
71.65002344901083,31.237497619434098,35.6632370251316,32.99776999943474,49.63912400278281,4.125239019561485,Other,Mobile,Books,Bank Transfer,Regular,Organic Search,1,0,1
43.564817696198574,26.870716182316798,21.485130959694793,26.94072914337406,25.834122451879406,2.602001091507777,Other,Desktop,Clothing,Credit Card,Premium,Organic Search,0,1,0
59.278401280812375,30.996677194534428,31.941506299007983,38.002662193505955,40.787044845981164,3.2145011328459008,Europe,Mobile,Clothing,Bank Transfer,Premium,Ad Campaign,1,0,1
50.570131248970846,28.04244700068304,31.596877356516938,31.390345985729407,31.532001919988534,2.598642707567717,North America,Desktop,Books,Bank Transfer,Premium,Organic Search,1,1,1
52.68592278863257,28.045907476318767,29.912368816837823,23.81330680216207,27.3299782629905,3.3588339743639475,North America,Tablet,Clothing,Crypto,Premium,Referral,0,1,0
65.28468426412532,34.59582173670338,30.08976228308375,37.76741283816929,40.43894553442883,3.815627834214032,North America,Desktop,Electronics,Crypto,Regular,Organic Search,0,1,1
55.07835756289624,20.906818139892703,27.89833812552058,24.173623497533413,31.67405366561259,3.0909348365323943,Europe,Desktop,Books,Crypto,Premium,Organic Search,1,0,0
55.38296079049633,32.9280689283554,27.72753348531803,38.708580904914534,36.117584046710796,2.8954226138372317,Europe,Tablet,Home,Crypto,Budget Shopper,Referral,1,1,0
60.72507337309802,36.210486648687876,33.05129565170021,32.090825695386464,35.304870617653,3.26027110124566,Other,Tablet,Home,Bank Transfer,Regular,Referral,1,0,1
46.350472704571146,22.028282631945434,27.409056451348366,32.831898060582276,33.3687201104724,2.9729947685196185,North America,Desktop,Books,PayPal,Premium,Organic Search,1,1,0
41.607903326609936,20.586566914235657,24.766272731131338,28.748220570702546,26.726371651060862,2.442318124999235,Asia,Mobile,Home,Credit Card,Budget Shopper,Ad Campaign,0,1,1
39.55190805978967,12.120416517116222,13.76149653966651,20.12878342572955,25.0871542572077,2.169453177443444,Asia,Desktop,Home,Crypto,Premium,Ad Campaign,0,1,1
30.33643410623998,17.739490833209164,21.47277320245584,13.670720658673007,22.01430465131253,1.9148060608950588,Europe,Desktop,Books,PayPal,Premium,Organic Search,0,0,1
70.56207129940321,38.141322858272325,39.94569902165658,43.73872364518728,49.239020613877614,3.7982339585698686,North America,Mobile,Electronics,Credit Card,Budget Shopper,Organic Search,1,0,1
38.96791634278317,19.17300308639503,27.662748202703323,20.003453656937616,25.25879999161528,2.616876029762298,Other,Mobile,Books,Bank Transfer,Regular,Organic Search,0,1,0
47.78746376414228,29.515498681423654,28.28199754308628,29.082416827118198,28.362650398269967,3.063057546140043,North America,Desktop,Books,Bank Transfer,Premium,Referral,0,0,1
47.23186700111079,21.945547345655694,30.93348016042187,26.4078098374388,24.491819894329566,2.607726976236414,Other,Desktop,Home,PayPal,Budget Shopper,Ad Campaign,0,0,1
53.07406697809101,29.36006311851351,31.29019073947563,24.719806528992073,32.096969386136024,2.8883253821893113,Other,Tablet,Clothing,Bank Transfer,Regular,Organic Search,0,1,1
58.15737212539297,23.980364369235907,38.0445705718785,25.972551198737946,35.642049018237564,2.700643983295948,North America,Desktop,Clothing,Credit Card,Budget Shopper,Referral,1,1,0
58.60473488359745,29.184606687427536,34.5827320480586,36.06957792413686,38.46777875981139,2.99055294591951,Europe,Desktop,Electronics,PayPal,Budget Shopper,Referral,0,0,0
44.16922561431062,21.21284151764113,23.852455478877772,24.25530438326387,27.50198256531881,2.23685082477186,Europe,Tablet,Electronics,Credit Card,Budget Shopper,Organic Search,0,1,1
48.32878286213589,25.290931041272653,36.806786816185706,26.784910449625002,33.82147426256833,2.8081063842913476,North America,Mobile,Electronics,PayPal,Premium,Referral,0,1,0
52.825799504882994,24.565265108274705,33.05485677794516,34.47893505930494,32.19132822872653,2.945447461423993,North America,Tablet,Electronics,Crypto,Budget Shopper,Organic Search,0,0,0
47.51308873816453,23.099181390723924,28.71404870051035,33.2016223494285,30.68386359582165,2.4177596907741066,Asia,Tablet,Clothing,PayPal,Budget Shopper,Ad Campaign,1,0,1
66.07345576019992,37.16696373730749,30.597030793687445,38.55389457067271,47.09170229531907,3.6781271862124854,Europe,Tablet,Clothing,Crypto,Premium,Ad Campaign,1,1,1
54.90974951638251,25.27105357200017,24.402977955424465,31.583454882190058,36.88772543449102,3.25331925886588,Europe,Desktop,Home,Crypto,Regular,Organic Search,0,0,1
57.348777860498174,20.64150342655569,32.85904749291234,36.40983884875444,37.06657421341384,3.3915315035813647,North America,Desktop,Electronics,PayPal,Regular,Referral,1,0,1
56.628812686674124,37.06232586436417,31.800692367627857,28.549545333206172,34.70192269956507,2.785167839815511,Other,Mobile,Electronics,Crypto,Premium,Referral,1,1,1
61.73473857485325,37.77463968087906,31.190554673631873,37.933455363902745,37.91127018515219,3.477337695072925,Asia,Mobile,Clothing,Bank Transfer,Premium,Organic Search,1,1,0
51.81021558703707,19.44379431799044,29.13004072112466,33.29367323951086,30.69949374624228,2.6431239762266463,Europe,Desktop,Clothing,Bank Transfer,Regular,Referral,1,1,1
37.03168052044153,21.96437928644674,27.516245462439024,24.939929145935437,22.17706830804685,2.371363089297163,Europe,Mobile,Clothing,Bank Transfer,Premium,Ad Campaign,0,1,1
53.996879517526416,24.483565906006493,32.827594870115874,24.65111690050599,37.74280212199727,3.2686929854006257,North America,Desktop,Books,Crypto,Budget Shopper,Organic Search,1,0,1
43.48643106208171,23.06065160769615,18.78299879025762,23.04643755801326,27.48957124083017,2.3027608744057213,North America,Mobile,Home,Credit Card,Regular,Organic Search,1,0,1
44.713833182502434,23.828037236318686,24.090818528233093,23.315246898207594,24.339785825792276,2.400502260418107,Other,Tablet,Electronics,Crypto,Budget Shopper,Referral,0,1,1
55.863640187550935,26.759781092193858,27.102652939316492,33.91773193016741,42.49995864761735,3.0794982924717305,North America,Mobile,Electronics,Crypto,Regular,Ad Campaign,0,1,0
62.38283071433636,27.272587029236195,32.56590726904647,39.35267674767375,41.6687181333267,3.0163314047166745,Europe,Tablet,Electronics,Crypto,Budget Shopper,Referral,0,1,1
50.21271576736061,21.65365262209901,25.755723176714948,36.11447109020029,27.713963346988308,2.957708438109485,Other,Tablet,Clothing,Credit Card,Premium,Organic Search,0,1,0
53.088330125989636,21.963205485588606,27.04917644757628,29.87313615412149,32.96094333655038,2.972231245681151,Asia,Mobile,Books,Crypto,Budget Shopper,Organic Search,1,0,1
67.02214944635239,29.35196368202397,31.214073021613537,38.222999674574574,43.952499480028514,4.022181066887269,Other,Desktop,Electronics,Credit Card,Premium,Ad Campaign,0,0,1
52.407531794885685,25.867874447196066,28.249696420355274,36.0432071524464,40.030967993216514,2.7422506153616286,North America,Tablet,Books,Bank Transfer,Premium,Organic Search,1,1,1
76.01683114180395,34.42961562534821,39.28652276217928,46.796406439203594,45.532546638266524,4.141201863840414,North America,Mobile,Electronics,Credit Card,Premium,Organic Search,1,1,0
55.65509645631544,31.23780855672082,17.42778394596329,38.46366391854116,39.59195521435085,2.8239359764172622,Europe,Mobile,Books,Bank Transfer,Regular,Referral,0,0,1
32.39237240844182,23.632416980900548,27.054178934900484,20.59033545710444,25.953244559890386,1.6731810024086569,Europe,Mobile,Books,Bank Transfer,Premium,Ad Campaign,0,0,1
57.53341621104533,25.86644189867245,36.54284236004996,29.891583251774108,35.196430469418466,3.002146252335532,Other,Desktop,Electronics,Crypto,Budget Shopper,Organic Search,1,0,1
53.81158384882778,28.102814427090774,27.9030178546928,26.954436890185438,34.00623183572724,3.3080795255322464,Other,Mobile,Books,Bank Transfer,Regular,Referral,1,0,1
62.897527540827454,33.9471893219284,34.6783258712878,31.532467528260753,37.256310535729654,3.407559553741769,North America,Tablet,Electronics,Credit Card,Premium,Organic Search,0,1,1
56.73181351269958,30.72591811094616,25.930052869055743,36.68729544665364,36.16356478947366,3.2635954998615464,Europe,Desktop,Clothing,PayPal,Budget Shopper,Ad Campaign,0,0,1
48.615440160162265,24.68749641966157,34.36924503823814,33.92365138844539,31.471971193905215,2.7031948917109387,North America,Mobile,Electronics,Bank Transfer,Regular,Organic Search,0,0,1
37.757017637106344,22.591920910351785,29.30415882688749,30.05165914780933,26.85083645740742,1.9036658418204306,Other,Tablet,Home,Credit Card,Regular,Ad Campaign,1,0,0
47.90976742713975,26.36612847697316,27.055493862036226,32.118281785576805,34.9569909762124,2.7143633796159676,North America,Desktop,Home,Bank Transfer,Regular,Organic Search,1,1,1
41.494795457907,14.559085617317013,27.428025400682905,29.548231584884146,24.353280821463787,2.543954838210106,North America,Mobile,Books,PayPal,Budget Shopper,Ad Campaign,0,1,1
44.19476550195277,26.44316307292275,25.095911531276688,24.196793970556925,21.840959851478324,2.269013355667478,Europe,Tablet,Electronics,Credit Card,Premium,Ad Campaign,1,0,1
55.8857840442061,32.37934620843676,24.72191674937167,28.905807159548228,36.25140290126711,3.3774928009923224,Asia,Tablet,Clothing,Bank Transfer,Budget Shopper,Organic Search,0,0,0
66.69904504351406,29.533092000864123,34.83126961359628,43.419744355778654,44.38176063317438,3.5794022104058474,Asia,Mobile,Books,Bank Transfer,Budget Shopper,Organic Search,1,1,0
53.94671529822981,27.163046826352915,30.264369264500207,34.03875218789549,35.938326850747025,2.969930194165272,Other,Desktop,Books,Crypto,Budget Shopper,Ad Campaign,1,1,1
38.04116937964815,22.437229653879424,18.87717842446099,23.25447912515246,23.583403730489646,2.339707870119108,Asia,Mobile,Electronics,Credit Card,Budget Shopper,Referral,0,0,0
54.446026682201406,26.176444243203896,28.961374926753113,34.2171019318528,35.82654969225469,2.954991009101197,Europe,Desktop,Home,Credit Card,Regular,Ad Campaign,0,1,1
61.966314866456514,36.348047672058314,33.67017516776007,38.47253084970673,45.582161492429606,3.528704600889406,Asia,Mobile,Clothing,Bank Transfer,Budget Shopper,Referral,0,0,1
43.90217095680618,33.7704479514999,23.782240785848824,31.476570013497955,29.872480713292802,2.46170314168962,Asia,Desktop,Books,PayPal,Budget Shopper,Referral,1,1,0
48.65982833327082,20.3999840034605,26.99806879053763,34.37583933923032,30.322098929115242,2.824791972188737,Other,Desktop,Books,Bank Transfer,Regular,Referral,1,0,1
50.14688194729197,18.16821795787711,22.808062272225886,32.26501057773657,30.8447809059038,2.319439855120068,Europe,Mobile,Clothing,Crypto,Regular,Referral,0,0,0
42.151016869177596,22.594601412613176,19.956486606971968,28.67382161175827,26.803677713093382,2.012311274661594,Other,Tablet,Clothing,Bank Transfer,Premium,Organic Search,1,1,0
56.48280433843859,31.849214694850012,25.284913190491366,35.94593281276225,42.44241268639232,3.3649144010590435,Europe,Desktop,Home,Bank Transfer,Premium,Referral,0,0,0
48.79051851392219,23.240927387737248,31.234955156245107,27.429632180214835,31.07228455070773,3.044000375197058,Other,Tablet,Books,Crypto,Regular,Organic Search,1,1,1
54.195324439070276,34.36396553614031,20.332017203207194,35.54345336309472,35.157680679573204,2.8836086405873784,North America,Mobile,Electronics,Crypto,Premium,Organic Search,0,1,1
41.125078221978995,13.869510112373254,27.809949567014613,19.09706665775035,25.04320334600929,2.32682770288519,Other,Mobile,Books,Crypto,Premium,Referral,1,1,1
45.62541699676589,26.277301613541002,31.33255163590404,31.590816407243068,33.50296279894471,2.6980109784028103,Asia,Mobile,Home,Bank Transfer,Premium,Ad Campaign,1,0,1
57.22381357827771,25.58260268534439,30.11328482663095,29.55619638790249,44.05490921748687,3.4233553376845824,Europe,Mobile,Home,Credit Card,Regular,Ad Campaign,1,0,1
46.27166847908233,31.73272377057765,13.735300768272438,28.90621423462833,31.653730184413373,2.190678555054574,Europe,Desktop,Electronics,PayPal,Budget Shopper,Ad Campaign,1,0,1
