Sequel,Based_On_Book,Big_Studio,Genre,Budget_Million,Box_Office_Million,Critic_Score,Audience_Score,Profit_Margin_Percent,Marketing_Spend_Million
No,False,High,Drama,62.71351959752686,53.61111265702683,53.7107068171508,45.23783892700753,56.6460485300209,57.694100089540306
No,True,Low,Drama,46.254027077946105,47.20580822240579,58.49489385801226,37.37869375666051,28.452281552538174,74.11742798620126
No,True,Low,Sci-Fi,36.356556684458035,42.73932750352375,25.344477600881003,59.593292604426914,52.92003817954226,42.17427191765921
No,True,Low,Drama,68.33355952559253,51.15118857906652,53.50894744111904,42.77185680328393,42.88287594635859,66.35609515262016
Yes,False,High,Horror,45.77410746084865,42.964842844323016,38.327339091201274,39.49586159865299,34.75069743031041,64.73433496242575
No,False,Low,Comedy,36.36568177936517,38.99701482450042,39.57652328317534,69.39600197215617,74.21109088892761,64.8994794338519
Yes,True,Low,Action,44.54995949604431,54.24863488336167,40.6389612836638,48.833283552445266,45.46573397823233,54.76947546839813
No,False,Low,Sci-Fi,47.19701889108425,48.15130928385315,32.3838830131588,41.516067006904606,40.03540129180243,53.02051254773497
No,True,Low,Horror,64.07332122405272,64.42937457477267,64.20616246254056,55.510757077770904,60.25023936474765,36.448120775315324
Yes,True,Low,Action,33.13826946813377,34.353994511527695,38.020247369184844,49.310138235721865,69.37087050744243,58.440250519693535
No,False,High,Action,41.969107468063314,42.536324119693305,43.88467369001547,50.93223410561933,39.005052308123574,73.76266240623198
Yes,True,High,Sci-Fi,41.00639328299307,49.69257397462224,59.48892711897543,47.47155777280731,39.87820409909865,53.15848488282931
No,False,High,Horror,35.695479203350025,40.2627115267039,38.599067716118704,48.87977690959823,61.893143890571324,53.90663505939766
No,True,Low,Action,38.8964894485663,47.39476139522629,44.25707283722141,51.70180405657985,52.92773182541618,83.84492348765086
Yes,False,Low,Action,35.0511205423452,41.521380229267486,33.118880750520624,67.63564916357163,67.33449512656534,57.547515619066694
No,False,Low,Horror,50.918211964348835,48.40840501560831,53.46358218130891,42.20793445457864,45.28875893652495,65.28239644854354
Yes,False,High,Drama,44.424782243302666,43.83347798401654,45.91012950512118,27.64609927052917,32.52078703735505,68.03578122512175
No,True,Low,Action,54.67354280258064,56.34206627123778,59.710314442190494,59.48883468878461,61.45258907775162,57.537726227876725
Yes,True,Low,Comedy,55.77843744068965,52.152453963248306,57.28400704724141,54.03481094747046,51.065319026620394,70.21884347431266
Yes,False,Low,Horror,33.252632276371706,46.8055663279295,41.99724286634486,48.84629993577083,50.66103984220712,74.84101595504565
No,False,High,Action,48.16779567916488,52.55013241759371,53.165554374046685,23.40845227433216,26.69780580677742,73.55357088053401
No,True,Low,Sci-Fi,36.5040750414794,39.295020780110285,31.730276702432796,43.842048028842434,42.71742779258056,75.230722835761
Yes,True,High,Comedy,38.48553560967739,32.30763935425925,42.515583044826556,61.53726585909082,50.58479466871718,28.759256089656997
No,True,Low,Action,37.14482312762825,40.18657266894002,32.84977146091596,50.79005782585691,49.59070087956535,42.42118600924702
No,False,High,Comedy,54.94707981406349,52.368502778956966,47.07103967607065,35.88472389250489,44.4399975966929,52.28282853873506
No,True,High,Comedy,38.36168097900178,53.84713153454643,46.03999741627834,67.38593201033825,62.00335342248236,48.06067829696315
Yes,True,High,Drama,67.05379956845516,53.92572339287225,55.948322312973865,49.12303757759684,52.65847895351953,49.198469763316695
Yes,False,Low,Comedy,39.13464786582424,36.201642076007204,36.02545866880905,62.01646522785733,52.46106657999707,73.34345512585736
Yes,True,Low,Drama,54.11355964026544,61.88831272942182,50.52116133571692,41.933288038547474,45.284431727068984,61.60371319154908
Yes,True,High,Horror,51.97603082720986,58.95462731078082,58.17027768176019,53.07410254284897,48.88320025473718,57.94722107205209
Yes,True,High,Drama,42.23861037240007,40.76422832829298,42.77261558916833,48.80411627128316,47.62850390844996,56.61656282428554
Yes,False,Low,Sci-Fi,38.028604758653024,43.66534913151873,45.730330578458705,53.07943409046825,60.468793280500606,53.99793543220497
Yes,False,Low,Action,53.857080130018076,52.33453272469069,51.89663937324366,38.13898049472702,38.001372356814336,56.37099556049256
Yes,False,High,Horror,40.91682690176027,44.78684986214776,45.742066580244746,51.79118646015702,62.32488508255123,80.8138452029105
Yes,False,Low,Horror,54.024061013948796,53.94405236630901,50.626747402582076,37.20665422507813,33.94858677863326,33.536661620479464
No,False,Low,Sci-Fi,54.776200687340626,71.22959855321908,65.71618852094277,31.73111409703462,38.707388814158,79.11672078832814
Yes,False,Low,Drama,52.054014339985976,49.20512449045596,49.58545991407015,61.68653002574266,58.382702295090674,94.40515614573174
No,False,Low,Action,47.85340741685963,49.64903984513895,47.25894315586343,43.62584230772728,47.18680681457163,79.00264596450667
No,True,High,Drama,34.71850834404256,32.31433103397859,39.23470723295899,48.435109158475235,40.85655718894615,45.151000851357885
No,True,Low,Comedy,44.871696695377885,52.569318652388496,38.612829055723054,58.73011393280069,48.42003065581864,52.70203093661188
Yes,False,Low,Drama,35.6292639820104,35.6590932787872,39.9235953365531,31.483668858610812,43.34406119752234,75.49948500081632
Yes,True,High,Horror,67.31956836024499,64.6925410574739,57.21679026309183,28.961179698537187,37.03166521249564,56.270164746520884
Yes,True,High,Action,23.391179894886907,28.760269239115885,24.965353705117312,55.16413142610169,49.95788593877363,52.409845661946456
Yes,False,Low,Drama,68.9609776958067,50.763435092908175,42.45272916933771,33.49150554932576,39.562654737664175,58.48529480760993
No,True,Low,Action,29.365450161621506,41.137477814950174,36.121844090228045,78.2479587330264,73.03574643222856,43.172237624992846
Yes,True,Low,Action,43.2284288505782,35.32859276425254,40.68281046044277,33.23375273089765,39.07641185692677,58.046128388448764
Yes,True,Low,Comedy,32.52727503144145,44.462058238120164,38.31947062201624,44.60991032368357,38.021547092660356,41.90676475238973
Yes,True,High,Comedy,73.71391748066914,65.42746948964441,60.84795051327599,63.09735907815465,65.9683699201074,70.83710866363734
Yes,True,High,Horror,48.85465104777859,49.20537022451654,55.07840676025253,44.79892582395677,44.501462843490266,47.335031323790005
Yes,False,High,Sci-Fi,57.045359863582114,61.66728310580671,54.02804702817311,65.86787504769184,70.12020282312368,60.7725407995998
No,False,Low,Action,65.22145907638613,63.19288489392603,59.50213673476718,60.51321989301697,51.10126829628076,53.33337990996604
Yes,False,Low,Sci-Fi,51.6100288085876,54.66820410163691,52.412325725722695,35.58067801962338,44.401926516899614,65.73076016329996
No,True,Low,Horror,35.074954509441206,42.8553451858486,32.53535289180447,55.673262776687025,56.75746516891544,72.33501104358736
Yes,False,Low,Action,41.51033624569704,45.047431801365285,55.61353327307616,46.52028015229508,54.26138723945346,64.29747913934004
No,True,High,Action,43.420086876005115,38.400468452378846,46.588303820152035,51.2994896975619,50.39980943759235,49.49527650358852
Yes,True,High,Sci-Fi,46.8591265445744,36.352158007364665,39.12452362058777,48.763273932573775,50.53357847627236,51.55256667736614
Yes,True,Low,Drama,52.53064825551576,49.6665660676464,54.12209750284129,40.15367338307667,32.31392854706141,95.39850319966266
No,True,High,Comedy,58.22207783060997,50.918930021330794,54.76698427667712,52.68726119142347,49.41618784801725,74.22771120530183
No,False,Low,Drama,43.252247088132904,47.50301461775767,48.4105179256098,44.9135070863371,49.559019426015226,57.032130722085476
No,False,Low,Sci-Fi,55.234456951041345,62.674942177946626,49.74720985901075,48.63741883847585,60.54230118507883,51.38758794302811
Yes,True,High,Comedy,54.61723741644256,44.5468708805718,45.60648250784475,38.52439530553541,35.79288383102481,38.4158570482509
No,False,Low,Drama,53.41207705888485,43.51718872245167,46.95866358235463,50.27565260147111,46.187008782997275,76.92350139236817
Yes,True,Low,Comedy,32.815539182179236,51.98051595010722,40.60495877853172,50.05049268051781,53.58443993451442,49.336450683533336
Yes,False,High,Action,56.69260038171543,53.28272325604084,61.14717533237132,60.087668232095325,57.991581768743096,75.806029764734
No,False,Low,Drama,45.987736366210136,49.165780984740664,46.865648924705944,48.867881425170104,44.68693722747085,72.41197201874269
No,True,Low,Comedy,63.432851320640985,65.57746245060355,62.37799236197553,67.11718806144356,60.80757557222154,80.29203224520766
Yes,False,High,Comedy,38.601927573987886,36.837099588382166,34.4992215496093,42.40040618791889,48.646937963806096,71.38258584539743
Yes,True,Low,Comedy,42.29088270815062,43.58205268480872,43.780060951266975,38.91274920576589,41.53505673978466,56.85236834986422
No,False,High,Drama,47.98963443846043,49.204204736491825,40.15043951404706,53.88532019585034,69.50506807835332,60.23861429735837
No,True,Low,Horror,48.060601408003116,58.032342316007494,55.74850658139467,58.997922294569754,54.24023897140462,60.36803380126142
No,True,High,Drama,59.91795800040669,53.68911554981087,61.4650388163068,50.12997369903824,41.11557395955691,55.96881014244397
Yes,False,High,Sci-Fi,37.772108954922416,42.38791633430213,34.42180501444614,58.724162478403336,55.0132745590884,35.651734575753025
Yes,False,High,Drama,34.815869478756404,43.57454213925715,33.41439387394881,52.886319586811915,59.06806315199325,27.674896246504446
Yes,True,Low,Comedy,43.77183747665106,37.4461747774454,43.76144151047304,33.79299677484522,32.1117088570102,71.3824390241374
Yes,False,High,Action,54.673662221172236,60.51196758157861,64.43549422741883,61.60374655685077,54.94723534070842,57.286169585101945
Yes,False,High,Drama,52.26794451291859,57.653336252215105,54.96089088459644,83.88430069336955,76.26291008836466,74.40058771343139
Yes,True,High,Drama,34.94176009380722,41.697852696241384,41.35702721892756,53.61770714294725,57.27940670073631,54.3069165386711
No,True,High,Comedy,54.74006143972066,40.48925294446646,39.55663276753283,63.55320787761058,53.26694075726547,59.98275652793001
Yes,False,High,Action,64.80960399471704,59.98083491277371,69.31399687669928,59.16171516281461,57.28552133775237,73.94293359524201
Yes,True,Low,Action,43.97225582003567,51.31408238899112,45.20131803216646,49.137877570236704,43.85343973276749,83.33007359212617
Yes,True,Low,Sci-Fi,45.22954217548641,47.201021707592496,50.73832864173299,63.053460448540754,57.2807196901619,55.257311211365746
No,True,Low,Drama,51.49331980167206,47.61694740399604,49.47919644890331,45.77468072351237,65.3904021352574,44.998788861195
Yes,False,Low,Action,35.01869870316222,38.041843383570395,40.156957021903374,55.43655382265384,51.912930447151325,78.19512214413251
Yes,False,Low,Action,53.01099724327877,56.83376164319107,55.92584606075599,53.18732055372441,64.6130169946507,55.69371200516823
No,True,Low,Horror,68.19405019973968,77.70702896547097,54.27166331999193,39.35355716208094,34.938436438419664,52.721413124427876
Yes,False,Low,Horror,41.71625780916562,31.743580558394065,39.95597692561683,32.76853125504883,28.75494357759918,54.00309968268641
Yes,True,High,Action,67.3795961591305,61.55022530517288,65.30014553084398,66.54626961197359,74.07431772012936,49.22049104920784
Yes,False,Low,Sci-Fi,48.48923464145871,46.52484584059887,42.222230168670855,69.06787045705211,70.05905802791608,71.60618125723083
Yes,True,High,Action,64.19000820735786,60.26689941107743,56.014907220973456,44.32486626789367,57.78146701304612,39.92655944283344
Yes,True,High,Comedy,55.511450596263906,67.33438489085539,66.25386223899937,28.082941741132068,31.551184453223676,61.53076735969277
No,False,Low,Drama,42.53521806973701,60.10552906767807,53.51887299693685,47.423592138267935,42.4531782045932,63.745632096111336
No,True,High,Sci-Fi,50.031597467057345,46.13258853403575,45.57775384169536,39.66982307076718,48.92154111678121,51.02182024745946
No,False,High,Comedy,52.48268212930965,53.64589333112922,57.78410127058154,56.11750464218656,42.312782537659146,83.80698677181576
Yes,False,High,Sci-Fi,31.61753176334069,37.80199150855526,38.007469982469736,34.72097629129979,43.86389006474997,73.4750136991599
Yes,True,High,Comedy,70.79983653983065,59.87073113164918,61.63858694503855,54.71970109427602,44.68460327458589,53.18206541413888
Yes,True,Low,Drama,43.328383266104396,51.086618187975134,48.86217201980651,34.657025004236615,37.481535931908326,58.40780407765006
No,False,Low,Drama,42.466134732905005,39.310054303961834,41.63266799598581,59.278209210207955,75.24683917258844,73.41435792069726
Yes,True,Low,Horror,43.661486710684436,47.87860415809324,41.68320977047995,43.68281603210948,42.87575699205306,61.2004063252132
Yes,True,Low,Comedy,42.71105809153273,38.019525928397385,36.94670608981382,57.90077682678177,52.44988857073827,81.02367208499169
No,True,Low,Horror,35.29426304234775,38.31887418838955,40.40170819450442,44.337477509511274,50.896215680562214,68.49314548723801
Yes,True,Low,Comedy,49.43699813758723,52.19974775940891,45.104652714423935,48.21703914867404,45.15370474462203,63.79324915695125
No,True,Low,Horror,34.935179391584796,35.32965699796266,48.43001451849222,44.807154104679476,51.489567610738206,63.66414943455791
No,False,Low,Drama,52.68340630167221,43.63127272718852,54.02734694123187,44.558283961821395,36.76819539850336,107.2334496757031
No,False,Low,Sci-Fi,50.19513221512066,55.1658143648632,49.943765458921874,38.29990307571143,43.29312808378865,44.72305455112614
Yes,True,Low,Horror,55.7268099209347,39.07606139300926,52.18864329297365,30.24172636775103,28.95408363781002,43.583459263973936
Yes,True,High,Comedy,52.12240817306139,59.57477351457891,59.76421863561109,49.93164568053586,51.4932974361014,56.378354093754815
Yes,True,Low,Comedy,29.618701640757052,27.734398516290668,41.40900261281244,50.009329423187914,60.33478734212275,81.07032496990949
Yes,False,High,Drama,56.08958139349289,54.88701419225621,56.493962907167386,69.5951277394947,64.8157326824787,23.041699579735337
Yes,True,High,Comedy,49.911646504904105,59.093833663188136,47.11057649532239,60.46220591846688,51.00443673780261,31.441656988121995
Yes,False,High,Action,70.86434106335898,62.019275651680836,66.5717725614636,39.99908029297511,34.37089880021414,54.00408026377613
Yes,False,High,Sci-Fi,67.85009896956274,71.58424709635584,69.9110048114048,63.72297484467922,61.44846768158759,91.80239561810512
No,False,Low,Horror,39.10433344139681,51.665889347619384,50.78367072532632,43.628584874804986,38.86953844285822,60.38161023112547
Yes,True,High,Sci-Fi,50.512250749530345,41.74504320562383,52.61339417326047,56.06085146629875,47.185910619620216,42.5637155410642
No,False,Low,Drama,40.66145319070179,51.354769687460205,47.323556292672365,63.449717624001735,67.41209061380899,72.33072660558113
Yes,True,Low,Horror,55.062105294796694,61.827963327051755,61.65092656136579,53.60202685260379,55.92162770903541,84.92894655520914
Yes,False,High,Horror,62.46644378740584,65.65235127550042,61.201954963237164,68.52322180981672,55.61506201198632,50.41965239034296
Yes,True,Low,Action,44.55981284001678,36.247428543480666,39.90015624188137,62.66072408096557,63.95683537286156,66.81608338982127
No,False,High,Drama,50.06320161286772,50.79251336870134,59.31381856550692,45.40373057004969,39.07371349617402,62.35136077769447
No,True,High,Comedy,44.00575516806951,62.208825989087316,56.54006187946987,37.747584562421636,36.378130662406264,68.58398059352479
No,False,Low,Action,57.85556323416735,53.72847276274802,65.99688096036697,33.298320027973844,35.54992634071847,53.11563999308579
No,True,Low,Action,60.61459766822797,80.02622381195904,66.75785229146244,47.90998548707222,63.7013294711256,69.42946502668235
Yes,True,High,Sci-Fi,40.79687167507398,56.14153788581932,51.907269601617976,50.274960490702576,47.378831880461895,72.57702078137358
No,True,Low,Sci-Fi,39.44032327252112,35.8966710301238,34.854409475593435,61.393931431742594,48.391037353442385,70.71449076151154
Yes,True,Low,Sci-Fi,59.87949367569884,58.92518813129051,64.45591005229588,50.947555929756696,53.22343566704888,35.66489038757264
Yes,False,Low,Action,50.51045979277218,39.34883103830997,43.83936848114177,60.00253925116178,61.84081245351944,38.492045210772915
