Remote_Work,Has_Health_Benefits,Department,Job_Level,Avg_Weekly_Work_Hours,Avg_Employee_Satisfaction_Score,Avg_Stress_Level,Performance_Score,Project_Deadlines_Met (%),Avg_Num_Annual_Projects_Completed
1,1,Finance,Mid-Level,43.11327356534343,17.933278957499958,18.83314892739977,19.72761177921449,11.20107302050692,23.009282459391702
1,1,IT,Mid-Level,39.57503477585964,4.525605486276131,25.124223825418774,15.872412852704329,18.9941785269055,16.952676479604143
1,1,Finance,Mid-Level,49.78855105934902,24.12327896965116,22.486607877116565,31.533353984051683,25.576441358645425,20.63871017156586
1,0,Marketing,Mid-Level,48.77175387048707,19.96073529966327,24.068046536331202,22.6798357480826,14.528304558319865,15.430181241387558
0,0,IT,Mid-Level,34.9945817000303,14.295440143236615,29.07722417329182,16.076313536521596,9.098295505612182,15.140791115968801
1,0,IT,Entry-Level,29.446022443209863,15.509975063815276,15.460716031828685,17.207375698712614,12.687279855532342,7.362677383885619
0,0,Marketing,Senior-Level,38.37615490083474,16.431905775480473,22.479225764782658,10.652635255714475,11.543936184362384,8.735484639608117
0,1,Marketing,Senior-Level,33.59969148481883,16.188374572702926,23.07985090093502,24.773514920926136,10.977479012335161,15.6076250008786
0,1,Marketing,Mid-Level,39.49180340307716,7.652472250978548,24.492367986108846,12.490493199807378,17.419989288213394,14.464636353760886
0,0,Marketing,Senior-Level,49.89950507747312,17.730314105762165,28.5676294366428,30.62034605810004,7.791177162118478,30.712815969265677
1,1,Marketing,Senior-Level,36.34158675930568,23.366822610661004,22.08273489865823,22.657507290814614,19.2186687345144,21.23459780042941
0,1,IT,Senior-Level,39.6574129495074,17.745786726008994,34.12335238044392,27.333151265252308,14.142668431258313,26.202893779958025
1,1,Marketing,Mid-Level,40.46418187846716,9.833915249517986,22.267898542914978,24.935759295980628,12.002118007014667,14.671717624739422
1,1,IT,Mid-Level,46.78744705764228,15.683085337728004,27.086272287462265,39.162936461951745,15.81047890952684,21.581545621176872
0,0,IT,Senior-Level,22.02488532812316,4.944215968778907,17.530627553051513,14.76769611997533,7.464858507681545,-3.2644128196554334
0,1,Marketing,Senior-Level,35.14639764187763,16.321152085249825,25.119323992881284,27.107790886501185,3.555873162732004,14.29156324185234
1,1,Marketing,Mid-Level,41.69026953823578,16.589905861782434,29.174603421888506,22.288731672066586,21.960288227856026,19.116340943160207
0,1,HR,Entry-Level,49.600631651414886,19.015248572692148,30.84258468497415,31.42527416178665,17.440739945691508,22.927801241026575
0,0,IT,Senior-Level,36.06478041995036,16.242203506019017,14.388604866508857,30.14825608441833,14.74598932208843,15.898992430282428
0,1,Marketing,Entry-Level,24.987578351665007,13.628584228883296,22.09601040064784,14.338633082987956,13.439870515331446,11.495397074820952
0,0,Marketing,Senior-Level,44.95769156772909,18.927547903776404,19.329087513431425,28.897573032548554,10.515075113174774,6.517256606372044
1,0,Marketing,Entry-Level,34.917100889394966,12.832726275519226,20.977054518350194,26.601512716739926,14.499568297313232,16.87925303445494
1,1,HR,Entry-Level,30.48266672727711,11.604101564011279,13.220606526400264,15.230571091239872,9.253225911837056,16.034395863587378
1,1,HR,Entry-Level,35.005236882294206,17.445022118491302,19.192315200729418,10.944210902069507,16.396686190527305,22.32764291873265
1,1,Finance,Mid-Level,38.5237971387532,17.29172141542322,23.11817382225427,25.216289893091044,2.74924538515104,19.05301507617549
1,0,IT,Entry-Level,35.162042683694295,19.652935256907067,21.207201437869177,26.792796458065038,11.721844165965813,15.053878754290688
0,1,Finance,Entry-Level,22.355471543207447,4.306886962963141,14.571238374462238,7.13430687979508,4.753473115568372,15.511330841838667
1,0,Marketing,Entry-Level,47.17652957509706,17.34407954028958,34.36622008634701,32.66626931980605,18.553154075063315,9.28799647835757
1,0,HR,Senior-Level,50.19900033022978,26.4460201983964,30.25015438011839,34.578144234204316,19.79224041016646,19.850121053633117
1,1,HR,Entry-Level,45.21217593071604,16.328023061041645,23.981888794885585,16.72705274253153,12.171180429021076,16.368102960581368
1,1,Finance,Senior-Level,30.89851463660147,20.818726323323705,22.044228166350255,14.518680550552773,7.175051523023316,13.63035470349171
0,1,HR,Entry-Level,38.388067728419855,24.293595427646085,27.34605442383098,21.8749364021866,12.784895441676333,6.15522776763598
0,1,Marketing,Entry-Level,39.94782947816434,24.930803531087154,16.13012257722866,23.925185489421768,9.396962075870029,24.443645861089564
0,1,HR,Mid-Level,44.79035511649528,15.74421641371882,27.954536289361037,24.11674617200597,19.77266357217868,18.759667851679538
0,1,Finance,Senior-Level,45.34672390974465,20.78215886084397,28.783536907896533,24.193127205623707,13.910023606164506,21.851241499479794
1,0,Marketing,Entry-Level,34.12660960977203,12.883534239555601,17.535415269143115,29.563454102314655,-2.6773944232381375,16.360472245917155
1,1,Finance,Senior-Level,40.655964451308485,22.903518280081197,29.541432160976633,24.725540015585185,12.252109741227137,24.47425460377503
0,1,HR,Senior-Level,43.658243236921926,28.171203183718408,23.586183659412942,23.653712687737755,9.976665220172833,10.19323041737405
1,0,Finance,Mid-Level,51.64657857717413,27.599406922670916,29.417290242703533,31.886980043423883,9.788612323873256,23.633130716194508
0,1,Finance,Mid-Level,45.63605231859778,20.573550407932846,24.57359472178846,31.043382064959886,9.669455744729756,26.1173979396584
0,1,IT,Mid-Level,46.31245349900415,19.004388300590517,25.893896120322715,29.036370807732986,16.638651962407568,20.198735883475035
0,0,HR,Mid-Level,40.67061302343489,21.53972806433295,17.189688229295257,24.243800242344786,20.77451392191917,13.412001963999025
0,0,HR,Mid-Level,51.28367316162803,16.95385148146606,21.38685880534592,28.617237164434425,19.384819559795694,19.889957447112387
1,1,Finance,Mid-Level,43.27810236767598,22.14886511392419,32.097084576134925,23.582059848990273,12.004784584844366,17.368454808959108
0,0,IT,Mid-Level,33.111296718611435,10.320537962548647,14.222459084844678,17.586089291791453,13.784289563950098,11.186206080291273
1,1,HR,Mid-Level,51.22695976100152,26.145449646938957,23.598537658983116,33.52615219616558,15.503740142620543,22.120017467823384
1,1,Marketing,Entry-Level,45.583226180312224,19.699379750186488,14.642556343973991,23.354201639956585,12.365232251750916,27.904145195049693
0,1,Finance,Senior-Level,36.45564783097214,14.45701342291653,17.12670233402543,24.619634037800594,6.894975144612882,13.298618682593172
1,1,HR,Mid-Level,36.164056260806056,11.839610981067574,13.543519902119137,29.537068709646096,3.806328772192183,13.716813048535151
1,1,Marketing,Mid-Level,42.37260436112609,17.276152288812234,31.829882330702777,27.95858065448828,12.773060913813444,21.227564277017315
0,1,HR,Senior-Level,43.70547836214068,22.44003452532683,29.411877368062616,25.31035492466269,15.976063972811472,18.649980115332834
0,1,Marketing,Entry-Level,41.578338125049655,23.921906773240956,19.736306119874783,19.34585788361788,13.963587330813489,11.927921610602855
0,1,Finance,Senior-Level,42.49046938754308,21.745135804652644,34.94768718548586,34.29381841881066,12.683797895032308,18.675371753296805
0,0,HR,Senior-Level,53.59965899661104,30.92941938137636,34.78694313408474,27.45636986613858,13.894873549828409,23.449546499866518
0,1,HR,Mid-Level,48.57234521787909,34.54443392695021,25.45157784206565,34.42533021135239,19.918056902808253,26.576597154862036
1,1,IT,Senior-Level,41.52508473012019,17.056194697877995,10.65034417404866,28.995990319845504,7.842542789350993,13.68929596550359
1,1,Finance,Senior-Level,47.53048464613987,20.350641155659623,37.94968216085027,28.351272056506026,20.394963237435494,26.144383586702116
0,1,Marketing,Mid-Level,31.73980877177969,7.076868092944887,10.744893487844095,18.408004062097742,6.017149711540916,13.689631993083184
0,1,HR,Mid-Level,43.18341639957447,25.378229964653247,15.844784623947865,17.655320499131946,11.242225988800055,13.751158411350335
1,1,HR,Mid-Level,54.47445079786488,31.00046622107275,35.47860399604222,35.500372710086424,11.593630878026328,17.790898507288667
0,1,Marketing,Mid-Level,38.25563283686101,12.87226677853013,33.52364068652727,26.871417840365112,10.785196052867096,26.761473242529295
0,1,Finance,Senior-Level,33.21892857104732,18.030611380862766,25.438627258527838,15.196612333634516,16.41872837553194,14.039957342548396
0,1,IT,Senior-Level,34.78328889125552,21.731435514370403,22.208831826034103,20.83498824742476,14.66385526117077,20.220888031775708
1,1,IT,Entry-Level,31.282935701260893,15.203007840050503,20.411852281744125,19.628309883674678,15.761601388538168,5.434095049380696
0,1,HR,Entry-Level,33.721904734978374,19.405661066256002,23.06471550518472,23.877421970504003,14.327641656457855,28.252701070626422
1,0,Marketing,Senior-Level,37.03593521127977,17.533523053603663,24.439624241407063,23.03288987364977,7.3500645492230525,21.01089124084414
1,1,HR,Entry-Level,28.755463846570866,6.850394630817339,17.43514633249137,9.736849974650195,8.337355638894685,11.568420422525886
0,1,Marketing,Senior-Level,40.12494667159682,23.295581881132954,22.88789780075433,22.283676044700922,10.040718265211064,16.393759934266612
1,0,IT,Entry-Level,47.21821739029318,27.865040225907357,26.007936185323686,30.464203280969617,23.059198586398736,24.766280995670915
0,1,Finance,Mid-Level,32.73795055882464,18.398560849296125,14.479328129756475,24.550778207815068,5.3911034303000855,18.010583715823604
1,0,Marketing,Entry-Level,52.15427138913415,18.687341908726705,27.669036342515586,29.320121189925704,22.58988152653189,24.21096748275309
1,1,IT,Mid-Level,44.08633670822076,16.074844605243324,16.110310128823173,38.33319468930887,19.782897964935902,19.748612510685906
1,1,HR,Mid-Level,48.24464468499246,16.049075121521426,26.40136616430108,20.506523845665395,25.91106494299498,24.35715068587978
0,0,Marketing,Mid-Level,34.737323569182905,19.47529238962526,14.42070819098055,18.767032209928807,10.021310859620028,6.809316084922916
1,1,Finance,Mid-Level,46.83620181653293,27.409622794868707,20.590007885618448,28.688524495957772,19.83520068547913,19.066263050590205
0,1,HR,Entry-Level,31.264528796837496,16.185717991843223,18.327290748608267,18.423816567513903,22.271354393982612,5.732150010977776
0,1,HR,Senior-Level,47.12198000669207,25.898900723629467,33.22726754805207,23.120561459076615,13.284677280216496,24.073260978312817
0,0,IT,Mid-Level,41.37471471834825,14.27280519276195,27.655134860655366,27.949270868273217,6.700753962110045,15.103814910701312
1,0,Marketing,Entry-Level,44.42600975987827,20.712841380256585,16.911935497063908,29.461486062773556,6.036100396338323,11.988066843742825
1,1,HR,Mid-Level,30.595243155001185,6.912876065894112,12.106598693117839,19.25148013721432,14.19410703548247,9.698553850012978
0,1,Finance,Entry-Level,32.839441261787165,10.912803924298155,23.00958108599829,22.06542143617179,1.9945593287023744,15.416794148179196
1,1,Marketing,Entry-Level,44.77782574602708,24.535152335419987,20.048114711932467,25.70574977428305,13.696796406410083,18.976978325362662
0,0,Finance,Entry-Level,32.413215966206394,13.38201215297614,16.94496817005212,12.054533912759837,13.448781125867058,8.61382726795778
1,1,HR,Senior-Level,43.705650336792985,25.706412743048553,27.11314828048804,23.575190082849005,16.11173396124422,10.99981575090029
0,1,Finance,Entry-Level,29.06289754831804,15.762757723673694,11.358840038128942,18.84475683165417,12.225346228813951,13.352622005182967
1,1,IT,Entry-Level,46.78539370133335,34.716931672595926,26.606509979996257,29.885842775580823,17.36738550557571,17.996099112817127
0,0,Finance,Senior-Level,30.139813481851927,14.026198924727376,10.130741247685922,18.935567315026745,16.86663349921685,12.173633683129342
1,1,Marketing,Senior-Level,44.41839950143618,12.94808256583412,21.753358100855895,30.344828184064376,10.671924420762595,19.044131650158086
0,1,Finance,Entry-Level,45.005047469168005,20.07134429140971,26.686121800430026,25.060095614593767,12.252365872106012,22.25495300954556
0,1,Finance,Senior-Level,34.4258254525634,10.67021060800705,11.225056328110124,21.525375591275843,8.098214237596686,19.613414129763314
0,1,IT,Mid-Level,44.65621253667781,24.972981025372864,27.095134387029848,30.609526114715397,19.66709530795952,20.68133927174606
1,1,Finance,Mid-Level,42.08353810666845,19.139751099946295,23.360483021529053,25.725970997722744,19.124234148657628,17.19721712495401
1,1,Finance,Senior-Level,35.68926515045809,15.36724510405939,22.65675532073896,15.96044337084292,14.656629667330005,16.06690224453141
0,0,HR,Senior-Level,31.931562527390334,13.742667303405108,18.919215994701045,15.034610692844847,17.012329422371668,12.568261326182228
1,1,HR,Entry-Level,24.29899446661937,14.631781739884111,20.365716831623036,19.253489054740704,2.5526636860053236,2.642063717319786
1,1,Marketing,Senior-Level,42.79720037839755,16.98855635821968,24.48261205891598,33.55624571441666,23.206329077710976,24.57806746083036
1,0,HR,Entry-Level,27.48157782910356,16.246903693739302,13.17205785095216,22.9532783055533,17.164873610158423,16.79374629974005
1,1,HR,Mid-Level,40.76275359553046,23.563596550877016,23.333913197370702,26.490473460678018,17.841434700315823,28.151179872065406
0,1,HR,Senior-Level,37.892414271342005,15.333907456216469,23.83889948345742,17.530421658871095,22.074998314134707,28.32977038177502
0,0,HR,Entry-Level,45.43314220350556,15.806323357198314,25.57014579062742,28.20008317089537,7.502970254861445,14.415762104559443
1,1,IT,Entry-Level,37.583636004081086,14.340896011320032,21.153245191888395,31.165487644828687,10.436475762225072,15.112337027361214
1,1,HR,Mid-Level,37.36441770922327,20.35766089437674,17.31812920639806,26.31043315212832,9.306030098062672,29.249105564185207
1,1,IT,Senior-Level,45.85496563430637,21.088693759413328,22.246478341034273,27.456571509527286,19.54004862940057,20.28154636756311
0,0,IT,Mid-Level,42.68046423267294,22.34873242127329,16.778390831115967,29.66447202874901,9.57894397185641,20.287242824514664
0,1,HR,Entry-Level,42.52924765746223,27.945025447600734,32.455008087506066,20.080404895428785,18.564582082421136,11.392987186408327
1,1,Finance,Entry-Level,43.75414071846821,20.83608325616985,18.170601654142516,23.710164132328554,22.05538534417446,20.297263508166193
1,1,IT,Senior-Level,27.715423014343152,8.422157579229943,11.984912141310486,11.801215595270538,13.105946266939954,22.040717025163193
1,1,Finance,Entry-Level,46.05430943989585,26.00308498870136,22.080067033401065,30.965689079475368,17.42067063050716,27.006479226917353
1,0,Finance,Senior-Level,44.89975035210882,20.45343253626912,29.503138128958675,31.470912438736168,10.661388586181312,17.007663208676014
1,1,HR,Mid-Level,31.86653497138802,18.696314597893593,16.288648552270413,19.032514730695354,6.838011944846076,12.253815263502608
0,0,Marketing,Senior-Level,38.04735621060639,22.44530411044999,27.447489153887886,19.277716136800798,19.467934036600305,11.341987945942918
0,0,HR,Senior-Level,39.68554169897895,13.056153029342807,18.75450117217613,24.561576207427954,17.685784374284896,13.472482828094332
1,1,Marketing,Entry-Level,38.92402572478614,24.418674426687236,23.0924324340461,21.754221451870677,13.329347316472429,7.837054980960977
1,1,Marketing,Entry-Level,42.67087973254828,23.719656266087338,19.60933922557831,22.53453659885549,12.73676973452527,18.63780835702481
0,1,HR,Senior-Level,51.45093425464947,20.123934026189897,39.40609538858788,33.66622382298643,7.747973947195586,30.534680188161687
0,1,HR,Entry-Level,48.65413382138263,23.407655771319504,21.183334173886717,26.44338180003672,11.550981915178042,23.51190159815632
1,1,Marketing,Entry-Level,29.50224645254875,14.556621347705873,17.994572596920236,10.500743636190023,19.807872418249865,20.010418667228173
0,0,HR,Entry-Level,44.97655992244839,20.350837488543437,28.2402166904981,21.227551525136796,9.225165497442628,25.458145640564638
0,1,Marketing,Senior-Level,50.63146655628328,27.134416111509587,30.29254847442757,23.445741491120017,18.539682215892917,19.884014280902807
1,1,Finance,Entry-Level,43.09446816551362,26.571364982671863,23.095757554338054,28.016164633553963,20.01071630994495,15.45359856352363
1,1,HR,Senior-Level,48.72784340148773,21.955097787657035,26.51331078106986,31.031172727794484,10.656241615482262,18.16174668754106
1,0,Finance,Entry-Level,56.09816356560612,31.888260849134625,31.48991715450157,35.36161208446687,20.4152803942315,16.474824202353197
0,1,IT,Mid-Level,48.18967636885585,26.617502808940195,26.127413242408192,32.883390520031405,21.43344246791767,21.688911020468023
1,1,Finance,Entry-Level,41.99446876513383,20.051266749312205,28.228417581061613,32.05486729680776,14.65379000492146,4.237418894448018
0,0,Finance,Entry-Level,48.36070779267803,22.63432704574989,38.010376489473906,27.089677349693815,31.145306210717848,24.56074044568302
0,0,Marketing,Senior-Level,41.159102664775126,12.751198022618732,20.155904046134623,27.60836967391728,5.958042878918853,18.74597137272566
1,1,Finance,Senior-Level,40.19122434627965,10.574815715158657,15.554822618750554,17.076471844538233,19.258385235786207,20.31139607433121
1,1,HR,Entry-Level,37.18868611429014,17.553181791643134,20.288719151259517,30.002341581090434,12.05747945273712,21.89798629453285
