Campaign_Type,Customer_Segment,Avg_Session_Duration,Discount_Used,Total_Amount_Spent,Num_Ads_Clicked,Customer_Satisfaction_Score,Purchase_Frequency,Num_Reviews_Posted
0,Bargain Hunter,30.70887590148259,16.39676925773163,208.46572506831018,8.41156155952349,6.229278963111011,3,8.0
1,Bargain Hunter,19.353528070679882,12.39650983186361,140.03766014566153,4.741004469192297,7.6861081005660425,4,3.0
1,High Spender,5.998886323000481,10.555920266682577,80.17650072937082,2.3047749862183933,5.722985865762294,0,3.0
0,One-Time Buyer,25.28718952292379,8.082792780711328,103.69350226178496,2.6927012198661924,9.651114149739131,4,6.0
0,Loyal Customer,12.60450809589426,8.764453856666142,88.90269644863898,2.2365686179193784,9.922186914464167,1,6.0
0,High Spender,45.28927333124845,10.090206168648107,110.83302863744754,4.317508639992409,4.15383197498852,7,5.0
0,Bargain Hunter,9.132277912193063,13.129765375624588,144.36943110894796,5.392054566536646,4.336838473545564,0,1.0
0,Bargain Hunter,21.10434077452286,11.268163265973458,157.09211320775054,4.942929929057184,5.788944624118752,2,5.0
0,One-Time Buyer,6.8711347813411185,11.63716077252126,96.1170632800914,2.737815625710336,3.874544069853714,0,5.0
0,Bargain Hunter,15.662285300050005,13.43989522383327,121.34128085596105,4.899710588912437,5.934933447581178,1,6.0
0,Loyal Customer,13.888988154388574,13.078838087012926,201.13165564568186,7.8107138763145185,12.88251169053068,0,6.0
1,One-Time Buyer,15.363829397235193,7.896066265156078,77.55624109886418,2.011924894810304,7.219019792424881,2,2.0
1,Bargain Hunter,31.957444890873845,11.265550448889131,146.5882693094663,5.159035195010234,10.834575937211508,4,4.0
0,One-Time Buyer,10.261863843637842,16.654950634419002,127.80356450128008,4.343994941391927,10.658196880036671,0,8.0
1,Bargain Hunter,15.227301202411264,11.366029824008383,144.5166006884831,4.200683644910067,7.0163136779830495,0,7.0
1,Bargain Hunter,8.992900499615132,15.060465526451084,134.1042928427763,4.687790304840814,5.736457606651914,0,3.0
1,Bargain Hunter,16.41888684877081,11.131116561939919,173.28761104306278,7.359864419030941,9.676872360480615,1,7.0
1,Loyal Customer,32.36028670640894,8.02510764651918,100.08819157695812,2.992194484904914,6.875012406946072,5,2.0
0,Loyal Customer,18.54426583571774,6.86660707843259,64.79632284257984,1.4794775092182917,4.345315968583332,2,1.0
1,One-Time Buyer,33.85797000593004,9.35348280282319,120.89722851432472,3.987097295542706,2.980013658841586,5,2.0
0,Bargain Hunter,26.222028065005475,9.404789818554171,98.81174573742335,1.6996042245898857,14.075522374777478,3,5.0
1,Bargain Hunter,8.264839013340293,11.173930803848757,151.82974418583507,4.88050512669274,7.217700655314388,1,5.0
1,Loyal Customer,26.193495190010026,9.559075506678347,123.95517384294986,2.924819646908837,6.8485222136347605,2,5.0
1,Bargain Hunter,9.727011943171645,16.060062747861075,174.86237509828834,6.55885855837683,6.2266689278106035,2,2.0
0,Loyal Customer,11.088603024265838,12.459893367371222,100.24612244689783,2.666542896917889,5.014542821377943,1,1.0
1,Bargain Hunter,9.528654646175497,14.994567011616391,161.9194802973152,6.658961514049498,6.745457815410967,0,3.0
0,One-Time Buyer,12.06177984542974,16.264211629987223,204.3242743763713,8.28271009718577,9.073894572232838,0,3.0
1,Bargain Hunter,22.39352621166721,13.144725234319475,159.1847820552074,6.035466926706044,8.250903040627152,1,7.0
0,Bargain Hunter,9.733869704795099,9.813031809416007,116.14186381495648,3.187694371711533,4.674579121344477,2,4.0
1,High Spender,39.050174368773675,8.415957849764535,106.44545718549435,3.696388372581753,6.176712411042778,7,3.0
0,Loyal Customer,-0.634167438996327,12.162361183456252,128.7273955318175,4.271733338407241,6.071196437180179,0,4.0
0,Bargain Hunter,19.183437015471874,9.481281539618532,136.57084649424257,5.588490810278762,9.347797874493702,2,3.0
1,Bargain Hunter,20.38374506842079,13.599191338326353,211.7406639335428,8.650717866597219,8.842238129475142,2,3.0
0,High Spender,31.491969429737217,11.485408108433436,83.59163192047632,1.4658227441254872,6.715050000861598,3,3.0
1,High Spender,10.603173804467271,13.44665514427951,92.90714121670672,3.229573001399591,5.942528290361487,0,7.0
1,Loyal Customer,15.220125647211898,12.531428541794465,134.8967653092301,5.369359597485869,4.548215473120108,0,4.0
1,High Spender,12.919185407695295,12.982951598154441,115.40074587130306,4.280472033184395,7.030246523169107,0,4.0
1,One-Time Buyer,25.87441330681543,11.798067900433733,145.79529070643395,5.329879261481668,7.172645938642562,4,3.0
1,High Spender,21.005850557881075,5.087018311005836,55.247333663624076,1.0500182443154622,5.75075436134789,4,3.0
1,One-Time Buyer,38.450992929220966,16.04135006008061,196.34013645686883,7.240875688045685,6.539660831585532,6,5.0
1,Loyal Customer,2.5394899142731813,13.630001530418626,149.82845767756996,5.21491407683401,8.314401533642705,0,9.0
1,Loyal Customer,52.57734394703077,11.992668151636185,136.9866208775139,4.4244469136935525,7.953212079512108,8,6.0
1,Loyal Customer,67.85431593830002,11.675744248848673,143.2099033011779,5.959646250685325,2.23447529585387,13,4.0
1,Loyal Customer,15.975887057557081,13.231669857395469,126.14497400466544,3.4530426209082057,5.29734674246058,0,5.0
1,Loyal Customer,25.649582121179275,13.137324208710858,202.1758055113161,7.957804793641787,8.7458983091053,4,10.0
0,One-Time Buyer,15.856917504965278,11.154562687907987,154.04247691378603,6.056090095471414,9.91500638990384,1,5.0
0,One-Time Buyer,11.046744286673444,7.219421168540441,84.71268364122594,2.738388476053338,4.3723727161421415,0,2.0
1,Loyal Customer,14.287442982905699,8.663051345657564,69.86210840771821,1.1265593269959393,7.360936283662413,1,4.0
1,High Spender,12.349366005977359,8.093829767907117,105.39231584251269,3.280614261188725,7.453085501861992,1,4.0
1,Bargain Hunter,11.9622800923526,13.7383719892891,202.13712700639172,8.54266113782488,9.595833011321524,0,4.0
1,Loyal Customer,18.907174401464914,6.932291648502973,66.87605545914738,1.3072050649945324,12.0251548139283,3,9.0
1,High Spender,3.952823355204707,10.480751611114421,120.03936551564674,3.431837787265557,7.3849940624101675,0,5.0
1,Bargain Hunter,16.21413446663414,8.929411435877538,138.08320657370984,6.232148870685005,5.049030517621114,0,2.0
1,Loyal Customer,18.14850351742082,12.816852419715945,152.84884871282821,4.837051046381784,6.672333794348619,1,6.0
1,Loyal Customer,19.354785188931835,15.240450399138732,154.91686195618752,5.185895410318736,7.517873555068438,2,6.0
0,One-Time Buyer,27.351039058639543,15.328966240521346,201.15966991775645,8.14206193040048,6.6319332913528,2,5.0
1,Bargain Hunter,8.661172406375776,17.83275268360304,195.00220788000794,7.999503187550912,8.607254818716463,0,5.0
0,Bargain Hunter,25.63884324586553,17.45515483908371,195.7431693465972,7.369651041307934,8.340619634970409,2,5.0
1,High Spender,15.390533997589426,10.873787709167832,86.36635229344246,2.0096088297132746,9.183602382290031,1,6.0
1,One-Time Buyer,31.95222768737996,9.549650330128937,88.00557289710329,2.2281606860557126,10.018567422872337,6,5.0
0,One-Time Buyer,28.265528104774887,13.542517423390699,169.95033293799636,5.93029988100886,10.225738242800354,2,3.0
1,One-Time Buyer,23.978881379041063,13.939838300451463,148.24477511449885,4.223130265082439,9.749326786815114,2,9.0
0,One-Time Buyer,27.445549136793453,7.8064689973420425,71.79620432700216,1.7210410763835944,11.198927542791306,4,8.0
1,Bargain Hunter,54.24982845431261,10.109169944317207,177.4842289450427,6.731822163888351,7.2966796323315695,9,6.0
1,Bargain Hunter,7.981482830010465,13.307034463037432,146.46052709663022,5.862635114751322,9.370013967166031,0,4.0
0,Loyal Customer,27.683735894178664,9.76480292535416,140.53880370448206,4.671691165923073,11.123018314351688,3,8.0
1,Loyal Customer,2.5572707465405218,11.452882614960775,167.54330142683088,6.845927980932085,9.016831939885982,1,4.0
0,One-Time Buyer,4.900993331527031,13.073541099896982,161.46186407810808,5.426830579067151,7.6881396823830475,0,5.0
1,One-Time Buyer,28.43428944031577,10.413367935642562,112.07235381499001,3.445414447108973,6.163283672018222,3,5.0
0,One-Time Buyer,8.751722308905403,8.60355083238359,128.554040900297,4.265652620629412,6.710943124269047,0,9.0
0,Loyal Customer,56.16434720404689,11.668011899230185,126.74057541927809,3.3009782890015926,7.419925584957801,10,5.0
1,High Spender,7.778735262383145,12.168116592839963,104.7167454223573,3.3893266034501144,9.066025084498365,1,2.0
1,High Spender,23.75199855147083,9.877451089758747,142.68268460580623,4.688726396326725,6.380310197271854,1,4.0
0,Loyal Customer,24.97797536450902,11.290742832620282,74.91552341845527,1.7070452581475009,7.570253170920109,2,2.0
1,Loyal Customer,22.534564627004308,10.49170585958692,172.24095019693618,6.023972655339148,8.187902801037861,3,3.0
1,Loyal Customer,30.539838580484957,18.950805652066933,194.32314726650048,6.907680655894657,8.432627558145654,5,8.0
1,Loyal Customer,15.148021807098466,10.615070163681533,128.75182049296998,4.445459503498244,9.132689675039039,0,3.0
0,Loyal Customer,24.425015823804955,10.508576744016668,104.3468550072577,4.167245319736879,1.6826785110389926,1,5.0
0,Loyal Customer,28.306791997937722,6.975976411607182,115.20087113157044,3.937517479868754,5.05449944252365,3,5.0
0,One-Time Buyer,38.90966762882428,12.026445368828327,143.01435003533885,3.7521051244386983,7.66873540728308,4,9.0
0,One-Time Buyer,18.926234073571365,12.291410748568047,136.68892786263325,5.05885721308348,5.8605699542652205,3,5.0
0,One-Time Buyer,91.64367373375208,9.834004272601241,100.12656961600459,1.7707548155480966,6.672525902371791,19,2.0
0,One-Time Buyer,4.055294409733257,12.321302449371286,168.94929206952068,6.828832200685681,7.080075606107804,0,3.0
0,Loyal Customer,21.234130394168034,8.806304612123617,113.98867298358492,3.840089064804974,8.287981144350017,2,5.0
0,High Spender,28.928672040863123,16.090188165439976,176.58269852730703,6.488989932597768,7.192162988264974,4,2.0
0,Bargain Hunter,9.240244382640071,9.813380732695073,95.03532925398346,2.0999031874579104,5.599790861708701,0,5.0
1,Loyal Customer,18.558956713576812,12.801610425922867,94.40211345778644,1.9599777573319184,6.563647866385362,1,8.0
0,Bargain Hunter,16.16164302607332,11.737062589278825,155.8005459773734,5.776709144120611,7.292639364015725,0,3.0
1,High Spender,15.909678672446745,13.125773216295567,179.90725206080003,6.531205948056519,5.239535852707122,3,3.0
1,One-Time Buyer,7.015139860494423,17.6204527651688,219.78528551952942,8.74935739978533,4.359049909264058,0,5.0
1,High Spender,27.638708689496255,8.436075198687139,133.64050245388532,3.941230914837075,8.442688569082963,3,3.0
0,Loyal Customer,30.22462444550868,9.468533153832142,137.90919748275977,5.142691729803712,8.790203813004595,5,2.0
0,One-Time Buyer,28.572287483010818,12.57319929879713,107.56458712181603,2.579862015309317,8.614321779397319,5,1.0
0,Loyal Customer,15.092687138251973,11.181713146133049,170.51162009158875,6.867770762071985,7.374015442949441,0,4.0
0,One-Time Buyer,17.090490370261055,5.199996082793852,76.76196226797896,1.5476985718594714,8.251864191945806,3,4.0
1,Bargain Hunter,44.593409544727024,16.80815572975947,161.4220270722658,6.183496296100726,8.739736446723821,8,2.0
0,Bargain Hunter,11.643220129024042,7.7381150051496626,110.51500601796147,3.85087093852798,5.217168419953132,0,3.0
0,Bargain Hunter,7.130900430449406,11.152758966273314,115.6904033923395,4.536393610109668,9.221355368108185,0,4.0
0,High Spender,13.915778280065874,12.120899897589759,139.65459024282433,4.228949610041221,9.550792468286417,0,8.0
0,Loyal Customer,7.1556151240131545,5.849862194658585,129.42237655789503,4.722081142235052,9.327423304685182,0,5.0
0,High Spender,17.043097467229597,11.65125847075408,143.71785034179396,5.266716371034296,6.8721860417518705,0,3.0
1,Bargain Hunter,22.909259231402093,10.8412107331482,98.8876846837996,3.069663325614,11.592513419496004,3,8.0
0,Loyal Customer,31.40700497536804,12.199954573592223,129.82671621109,4.500760517389536,6.447047525083073,4,2.0
1,Bargain Hunter,36.29343762971567,15.720368277937922,178.26653820661835,7.282955416095322,6.032041881065165,5,8.0
0,High Spender,6.862299986279636,10.00968003857076,115.69325336763254,2.8898127671522373,9.903853264629443,0,4.0
1,High Spender,-0.2674327432794428,12.534682986993879,122.19348205619116,4.266158961212175,5.604938518055776,0,5.0
0,High Spender,25.34176949220013,12.475687437063762,177.0869114644781,6.005585502832611,12.506116420487828,3,10.0
0,Bargain Hunter,82.56405890298944,14.835355333173565,253.12580331998228,10.473486566695977,11.819514237119357,16,14.0
1,Loyal Customer,12.779130137875637,9.277742350639082,137.46398204003094,5.03691869917197,9.352021970395413,0,4.0
1,Loyal Customer,13.380026211046129,11.78070637840143,194.09854577584517,7.69673487256034,10.76953722973353,1,7.0
1,Bargain Hunter,16.873188651917058,14.799748586557016,155.61153301549257,5.485371919615199,8.360285948630743,2,5.0
0,Loyal Customer,20.042365054908498,9.19240307553013,144.43100187294485,4.698595403241834,7.517070635254262,0,3.0
1,Bargain Hunter,2.638229692446111,15.870018547303948,206.43881732010684,8.031791337589702,9.845257234385132,0,8.0
0,Loyal Customer,27.207743110702147,10.052920186718936,111.69537149727603,3.268182349699212,1.9723504874378444,3,2.0
0,One-Time Buyer,7.126990709083045,11.098487857109927,126.07570008022381,4.6770184589189,7.236660437796404,0,4.0
1,One-Time Buyer,8.321106911297889,15.148302463342098,148.421757458854,5.02623519715889,4.76787164785621,0,4.0
1,High Spender,30.977803701931762,12.077310068762774,159.0832960638664,6.0879053455496495,7.842374287491326,5,5.0
0,One-Time Buyer,5.9828286291437145,10.990319322232903,95.34232398267069,4.000453098522138,4.214114907233569,0,3.0
0,One-Time Buyer,12.856121051181198,14.513786935696135,188.7732046586782,7.367343508067659,6.1300961175478506,0,7.0
1,One-Time Buyer,25.978545125670422,9.673088302385885,99.54252227302561,3.107287642399582,9.209869003507803,2,2.0
1,Bargain Hunter,25.888059025114263,14.56803585189924,99.36195206252586,2.9468098462585948,10.63889477624838,3,7.0
1,One-Time Buyer,10.516909981060476,6.892875433298194,95.51117849457864,2.482774858606541,9.491714830111691,0,9.0
0,One-Time Buyer,5.067797504503767,20.932983558003386,267.09439774256987,12.70754193437504,7.369537300498048,0,4.0
0,High Spender,17.096789902082573,14.18933219118382,157.53038120407751,5.79793251400237,6.504167948513983,1,4.0
0,One-Time Buyer,29.807075304567128,10.493947458917503,129.05994896362145,4.491679699546431,7.639752751959046,2,3.0
0,One-Time Buyer,17.121854026945172,12.70870806965329,89.00142069540135,2.609650607890565,6.64789126690239,2,6.0
0,Loyal Customer,26.170736395081942,7.635792351071826,126.640251516978,4.161240588132704,9.487480525735915,4,5.0
0,High Spender,7.194554345095013,9.760643467202652,116.08353563601587,4.53311162728542,8.493826317971777,0,8.0
1,High Spender,30.11624669232949,10.954878064171856,167.43684945420017,6.373717280627906,7.1603060083375425,5,6.0
0,High Spender,-3.7264977683619236,12.682704058189161,137.17074256892482,4.50466578483057,7.543426036969685,0,5.0
0,High Spender,12.025176929278564,6.983136191313841,84.18528787376391,1.7006400778668214,6.317706340148779,0,5.0
0,High Spender,10.284902691187249,14.71735107764956,177.02446368333844,6.507824689509765,7.157364698992966,1,3.0
1,High Spender,10.974011551961636,11.535599351087434,138.16944365461086,4.179708683968292,4.9252748213732005,2,2.0
0,Bargain Hunter,13.765949748662745,12.34171182872093,166.00839428066197,6.381435289412683,8.937047205637672,0,6.0
0,One-Time Buyer,4.58991107479032,9.605600515600205,76.56612047067169,0.8527904695370392,11.432013077822953,0,8.0
1,High Spender,21.844645449462167,11.725306559482066,145.25099614716387,5.249596799040331,5.0613566263836525,3,3.0
0,One-Time Buyer,39.895529820744486,7.518516034163868,93.91571440563891,2.7809940756370786,5.738849085409657,5,2.0
0,One-Time Buyer,2.9539210098774324,17.01591685106363,128.26341743587344,4.48970773617536,9.922661426070842,0,8.0
0,Bargain Hunter,2.33700882701119,8.966453012077235,98.81574756271046,2.520739722203828,6.128285290037186,0,4.0
0,High Spender,20.371858093732328,3.850935904435906,65.7230812947987,0.2660966072881254,8.92864112165333,2,6.0
0,Loyal Customer,60.874072549655025,8.821421567297563,110.11237893480677,3.2828604784362967,8.61079772130348,10,5.0
1,Bargain Hunter,2.128291411340185,9.479756763880607,140.28620281252134,5.299902577220188,9.166523552588608,0,4.0
1,Loyal Customer,34.60176654898748,13.997288558550698,146.89994652939333,4.504261154525192,5.288019907830176,5,3.0
1,One-Time Buyer,30.95565199164973,13.206177759465405,151.25744880564463,6.314996794033097,6.6144495195390505,4,7.0
0,One-Time Buyer,4.216861154498717,12.367892524449616,131.40933841737856,4.81147663069885,8.884845220872513,1,9.0
0,Bargain Hunter,41.06848812729801,10.93832009785902,133.5673005906702,4.077206240029311,4.564495320905801,6,3.0
0,Bargain Hunter,18.895692972171215,18.270220003868623,276.5784099596493,11.411990899755027,8.128996408094995,1,4.0
1,Loyal Customer,8.441072133719876,11.60129713802885,146.86318690488372,5.028611402434937,8.676497399647177,0,12.0
0,High Spender,20.774395384450358,11.3849272290338,130.94627194609478,4.285216260245046,12.666032836505376,1,6.0
0,Loyal Customer,38.24559573642581,13.167741478215124,129.94149214970906,4.525717870191102,12.591855723147502,5,10.0
1,Bargain Hunter,10.515589628586024,11.640632316654226,119.36962983287069,3.489954339244359,7.525151539200628,0,5.0
0,Loyal Customer,21.28076376725629,12.701937844128583,134.034243697737,4.519732195955058,11.734788985995952,3,10.0
1,Bargain Hunter,18.67385125596617,16.619006166590925,212.39776700185035,9.28319977212974,4.226396271378417,3,5.0
1,Loyal Customer,9.812182453169044,13.315345884596358,130.92922019665764,4.589575667346875,11.046746662799116,0,2.0
1,Bargain Hunter,12.848794598520895,9.91978619259427,86.86972219027523,2.487866761471183,5.819570775599021,0,4.0
0,Bargain Hunter,8.379115694796793,10.062007028212921,86.88621765710164,2.0074848683330364,7.259005172201281,0,5.0
0,Bargain Hunter,3.525158546650169,11.24122707638039,77.27229187988152,1.4013530378085286,6.288133425623126,1,10.0
0,High Spender,29.881560191763807,9.55783170170212,117.7584707541669,2.808542491816246,8.97257460948179,3,6.0
0,Loyal Customer,29.00177040106574,11.446506384011865,163.15983087829758,6.507725300184708,6.787311685845783,4,8.0
0,Loyal Customer,21.639868235496785,6.883454266271656,85.10594929290735,2.016424597420518,7.203311523132059,3,4.0
0,Loyal Customer,23.31111908803708,12.171674805803566,136.11691357126108,4.016334131963462,6.911451134150924,2,6.0
0,Bargain Hunter,35.67384727425505,8.05274710747264,135.20423179821773,3.668274417275889,4.844512130139313,4,4.0
1,Loyal Customer,-4.009557847439458,13.45128340486541,150.5395042549211,5.232692803855711,6.891276996474765,0,7.0
0,Loyal Customer,12.171318249610358,11.335171407202346,131.071151924069,4.567049581227877,7.951576068171042,0,5.0
1,Bargain Hunter,2.866753945948264,15.434567393000071,163.30575986715914,6.447754010903967,3.437018054262351,0,2.0
0,One-Time Buyer,12.495552533994706,11.662162976559532,160.11995194979025,7.022122250571067,9.002376657952846,0,11.0
0,Bargain Hunter,51.25360816851576,10.591269814827267,119.9581277132456,4.3282836672599885,7.826546762528956,9,3.0
0,Loyal Customer,44.76727764292498,14.008089472112278,135.27365611051079,4.602624242257491,11.204959749748626,7,2.0
1,Bargain Hunter,7.503761927526724,12.927098363386083,103.21654139659557,3.0058362060913977,9.95517763910601,0,8.0
1,One-Time Buyer,27.70978087866615,8.300725481790806,93.22060426588891,2.020401742489399,4.6654767156454255,6,3.0
1,Bargain Hunter,12.260822616676979,10.521998881071992,103.16872831795342,3.0109904424224,7.265771659855378,1,6.0
1,Loyal Customer,52.64821033234178,10.084043193083847,89.90410475431503,2.576386894205192,6.563178012305157,9,3.0
0,One-Time Buyer,19.589625216336433,11.605283891650007,117.15954160815421,3.4821527888050507,6.801150098728585,1,5.0
1,High Spender,17.67883421651833,9.297185611297952,96.44673859858392,1.1686593827892091,9.306116333473867,3,5.0
0,Loyal Customer,24.160629280285725,11.241935153587384,73.58336714680227,1.4616027020086635,7.434946966028449,2,4.0
0,One-Time Buyer,20.298629270648348,6.160381464657957,98.79576863802095,2.589618011117363,10.31570476981974,3,7.0
1,One-Time Buyer,97.55285729421867,14.431528460179386,205.47577859563108,8.030282341905496,7.371112419404741,19,6.0
1,High Spender,7.450530235671836,11.525975895031053,112.60228858970319,3.7319202780816823,11.651000439442512,0,8.0
1,Bargain Hunter,15.423516711520826,14.250624821000724,166.72350394204074,5.680813701724485,5.667028831436908,1,2.0
1,Bargain Hunter,27.99737889173233,11.153562048076722,68.96087973694391,1.898300780600439,3.5576202617240167,3,1.0
1,Loyal Customer,8.37759318651764,13.392985223851749,119.93068874898348,4.042710448735535,12.354640762084443,1,6.0
1,High Spender,33.676451954027755,9.95321719615113,110.48600893531153,3.474074732143972,3.3500445060777664,6,4.0
1,Bargain Hunter,15.437476509670752,12.473570597235744,97.47656220349069,2.5108532492475537,6.022522549390144,1,5.0
1,High Spender,26.52058187811208,7.523362243010075,79.02891461129968,2.6626430426581296,5.245944296339211,1,3.0
0,Bargain Hunter,10.196715012126177,14.129380794242682,145.35212057318012,4.469703825161846,13.016612546113127,1,6.0
1,One-Time Buyer,20.200669429984593,13.852821207909496,104.6355250213502,2.7582167278077336,15.113717768293023,0,13.0
1,Bargain Hunter,24.53478009133617,15.591673102394424,163.23569777368968,5.572188726717141,9.487856287284394,1,3.0
0,High Spender,9.513444246492044,14.76740367225361,191.1172581041073,6.8274528428610015,9.838682675247338,0,11.0
1,One-Time Buyer,8.509237369000498,12.84528989084594,170.17694868780367,6.969243077621208,10.35235600768355,0,1.0
0,One-Time Buyer,11.052337579636859,7.354946860287807,108.2425890561276,4.544071179023177,9.736704007681944,1,8.0
